timestamp;n_envase;subgrupo;pos_subgrupo;peso_g;muestra
2024-06-15 13:20:57;6420;1284;5;151,16;107
2024-06-15 13:21:00;6421;1285;1;149,79;108
2024-06-15 13:21:45;6436;1288;1;151,01;108
2024-06-15 13:22:30;6451;1291;1;151,09;108
2024-06-15 13:23:12;6465;1293;5;149,69;108
2024-06-15 13:23:57;6480;1296;5;151,94;108
2024-06-15 13:24:00;6481;1297;1;152,54;109
2024-06-15 13:24:45;6496;1300;1;152,07;109
2024-06-15 13:25:30;6511;1303;1;153,83;109
2024-06-15 13:26:12;6525;1305;5;153,18;109
2024-06-15 13:26:57;6540;1308;5;149,97;109
2024-06-15 13:27:00;6541;1309;1;151,92;110
2024-06-15 13:27:45;6556;1312;1;149,4;110
2024-06-15 13:28:30;6571;1315;1;151,3;110
2024-06-15 13:29:12;6585;1317;5;153,89;110
2024-06-15 13:29:57;6600;1320;5;154,11;110
2024-06-15 13:30:00;6601;1321;1;149,57;111
2024-06-15 13:30:45;6616;1324;1;151,5;111
2024-06-15 13:31:30;6631;1327;1;149,15;111
2024-06-15 13:32:12;6645;1329;5;150,03;111
2024-06-15 13:32:57;6660;1332;5;151,95;111
2024-06-15 13:33:00;6661;1333;1;152,75;112
2024-06-15 13:33:45;6676;1336;1;152,67;112
2024-06-15 13:34:30;6691;1339;1;152,21;112
2024-06-15 13:35:12;6705;1341;5;151,13;112
2024-06-15 13:35:57;6720;1344;5;152,79;112
2024-06-15 13:36:00;6721;1345;1;152,35;113
2024-06-15 13:36:45;6736;1348;1;152,26;113
2024-06-15 13:37:30;6751;1351;1;152,84;113
2024-06-15 13:38:12;6765;1353;5;148,31;113
2024-06-15 13:38:57;6780;1356;5;151,25;113
2024-06-15 13:39:00;6781;1357;1;153,3;114
2024-06-15 13:39:45;6796;1360;1;153,6;114
2024-06-15 13:40:30;6811;1363;1;152,16;114
2024-06-15 13:41:12;6825;1365;5;152,62;114
2024-06-15 13:41:57;6840;1368;5;151,11;114
2024-06-15 13:42:00;6841;1369;1;150,55;115
2024-06-15 13:42:45;6856;1372;1;154,04;115
2024-06-15 13:43:30;6871;1375;1;152,11;115
2024-06-15 13:44:12;6885;1377;5;151,77;115
2024-06-15 13:44:57;6900;1380;5;149,29;115
2024-06-15 13:45:00;6901;1381;1;152,92;116
2024-06-15 13:45:45;6916;1384;1;149,57;116
2024-06-15 13:46:30;6931;1387;1;150,33;116
2024-06-15 13:47:12;6945;1389;5;148,81;116
2024-06-15 13:47:57;6960;1392;5;151,65;116
2024-06-15 13:48:00;6961;1393;1;153,18;117
2024-06-15 13:48:45;6976;1396;1;151,54;117
2024-06-15 13:49:30;6991;1399;1;152,38;117
2024-06-15 13:50:12;7005;1401;5;152,56;117
2024-06-15 13:50:57;7020;1404;5;151,58;117
2024-06-15 13:51:00;7021;1405;1;154,57;118
2024-06-15 13:51:45;7036;1408;1;153,34;118
2024-06-15 13:52:30;7051;1411;1;152,95;118
2024-06-15 13:53:12;7065;1413;5;151,85;118
2024-06-15 13:53:57;7080;1416;5;151,27;118
2024-06-15 13:54:00;7081;1417;1;152,01;119
2024-06-15 13:54:45;7096;1420;1;148,93;119
2024-06-15 13:55:30;7111;1423;1;150,03;119
2024-06-15 13:56:12;7125;1425;5;153,51;119
2024-06-15 13:56:57;7140;1428;5;153,53;119
2024-06-15 13:57:00;7141;1429;1;146,67;120
2024-06-15 13:57:45;7156;1432;1;148,39;120
2024-06-15 13:58:30;7171;1435;1;150,77;120
2024-06-15 13:59:12;7185;1437;5;151,56;120
2024-06-15 13:59:57;7200;1440;5;149,28;120
2024-06-15 14:00:00;7201;1441;1;151,71;121
2024-06-15 14:00:45;7216;1444;1;152,35;121
2024-06-15 14:01:30;7231;1447;1;149,94;121
2024-06-15 14:02:12;7245;1449;5;152,55;121
2024-06-15 14:02:57;7260;1452;5;155,18;121
2024-06-15 14:03:00;7261;1453;1;154,48;122
2024-06-15 14:03:45;7276;1456;1;150,44;122
2024-06-15 14:04:30;7291;1459;1;147,07;122
2024-06-15 14:05:12;7305;1461;5;152,18;122
2024-06-15 14:05:57;7320;1464;5;148,79;122
2024-06-15 14:06:00;7321;1465;1;152,45;123
2024-06-15 14:06:45;7336;1468;1;151,95;123
2024-06-15 14:07:30;7351;1471;1;150,13;123
2024-06-15 14:08:12;7365;1473;5;153,06;123
2024-06-15 14:08:57;7380;1476;5;152,1;123
2024-06-15 14:09:00;7381;1477;1;152,9;124
2024-06-15 14:09:45;7396;1480;1;148,75;124
2024-06-15 14:10:30;7411;1483;1;153,08;124
2024-06-15 14:11:12;7425;1485;5;148,81;124
2024-06-15 14:11:57;7440;1488;5;152,45;124
2024-06-15 14:12:00;7441;1489;1;154,15;125
2024-06-15 14:12:45;7456;1492;1;149,92;125
2024-06-15 14:13:30;7471;1495;1;152,92;125
2024-06-15 14:14:12;7485;1497;5;150,99;125
2024-06-15 14:14:57;7500;1500;5;151,23;125
2024-06-15 14:15:00;7501;1501;1;154,09;126
2024-06-15 14:15:45;7516;1504;1;152,2;126
2024-06-15 14:16:30;7531;1507;1;153,39;126
2024-06-15 14:17:12;7545;1509;5;153,09;126
2024-06-15 14:17:57;7560;1512;5;151,18;126
2024-06-15 14:18:00;7561;1513;1;149,2;127
2024-06-15 14:18:45;7576;1516;1;149,4;127
2024-06-15 14:19:30;7591;1519;1;150,23;127
2024-06-15 14:20:12;7605;1521;5;151,96;127
2024-06-15 14:20:57;7620;1524;5;152,09;127
2024-06-15 14:21:00;7621;1525;1;150,3;128
2024-06-15 14:21:45;7636;1528;1;150,87;128
2024-06-15 14:22:30;7651;1531;1;153,16;128
2024-06-15 14:23:12;7665;1533;5;152,84;128
2024-06-15 14:23:57;7680;1536;5;150,19;128
2024-06-15 14:24:00;7681;1537;1;152,3;129
2024-06-15 14:24:45;7696;1540;1;153,68;129
2024-06-15 14:25:30;7711;1543;1;152,0;129
2024-06-15 14:26:12;7725;1545;5;153,96;129
2024-06-15 14:26:57;7740;1548;5;152,42;129
2024-06-15 14:27:00;7741;1549;1;152,56;130
2024-06-15 14:27:45;7756;1552;1;151,69;130
2024-06-15 14:28:30;7771;1555;1;152,84;130
2024-06-15 14:29:12;7785;1557;5;151,79;130
2024-06-15 14:29:57;7800;1560;5;148,75;130
2024-06-15 14:30:00;7801;1561;1;150,25;131
2024-06-15 14:30:45;7816;1564;1;151,73;131
2024-06-15 14:31:30;7831;1567;1;151,21;131
2024-06-15 14:32:12;7845;1569;5;153,89;131
2024-06-15 14:32:57;7860;1572;5;152,32;131
2024-06-15 14:33:00;7861;1573;1;154,58;132
2024-06-15 14:33:45;7876;1576;1;150,97;132
2024-06-15 14:34:30;7891;1579;1;151,75;132
2024-06-15 14:35:12;7905;1581;5;153,17;132
2024-06-15 14:35:57;7920;1584;5;152,2;132
2024-06-15 14:36:00;7921;1585;1;153,47;133
2024-06-15 14:36:45;7936;1588;1;152,77;133
2024-06-15 14:37:30;7951;1591;1;149,38;133
2024-06-15 14:38:12;7965;1593;5;150,66;133
2024-06-15 14:38:57;7980;1596;5;148,93;133
2024-06-15 14:39:00;7981;1597;1;150,11;134
2024-06-15 14:39:45;7996;1600;1;154,81;134
2024-06-15 14:40:30;8011;1603;1;151,07;134
2024-06-15 14:41:12;8025;1605;5;146,79;134
2024-06-15 14:41:57;8040;1608;5;154,88;134
2024-06-15 14:42:00;8041;1609;1;151,2;135
2024-06-15 14:42:45;8056;1612;1;152,2;135
2024-06-15 14:43:30;8071;1615;1;152,92;135
2024-06-15 14:44:12;8085;1617;5;149,31;135
2024-06-15 14:44:57;8100;1620;5;151,75;135
2024-06-15 14:45:00;8101;1621;1;147,91;136
2024-06-15 14:45:45;8116;1624;1;151,26;136
2024-06-15 14:46:30;8131;1627;1;151,09;136
2024-06-15 14:47:12;8145;1629;5;153,13;136
2024-06-15 14:47:57;8160;1632;5;150,36;136
2024-06-15 14:48:00;8161;1633;1;151,29;137
2024-06-15 14:48:45;8176;1636;1;153,18;137
2024-06-15 14:49:30;8191;1639;1;152,41;137
2024-06-15 14:50:12;8205;1641;5;150,9;137
2024-06-15 14:50:57;8220;1644;5;149,5;137
2024-06-15 14:51:00;8221;1645;1;149,02;138
2024-06-15 14:51:45;8236;1648;1;152,68;138
2024-06-15 14:52:30;8251;1651;1;150,89;138
2024-06-15 14:53:12;8265;1653;5;148,18;138
2024-06-15 14:53:57;8280;1656;5;153,2;138
2024-06-15 14:54:00;8281;1657;1;151,02;139
2024-06-15 14:54:45;8296;1660;1;153,04;139
2024-06-15 14:55:30;8311;1663;1;150,15;139
2024-06-15 14:56:12;8325;1665;5;151,6;139
2024-06-15 14:56:57;8340;1668;5;151,24;139
2024-06-15 14:57:00;8341;1669;1;151,63;140
2024-06-15 14:57:45;8356;1672;1;152,93;140
2024-06-15 14:58:30;8371;1675;1;150,92;140
2024-06-15 14:59:12;8385;1677;5;151,69;140
2024-06-15 14:59:57;8400;1680;5;151,44;140
2024-06-15 15:00:00;8401;1681;1;151,85;141
2024-06-15 15:00:45;8416;1684;1;151,94;141
2024-06-15 15:01:30;8431;1687;1;150,35;141
2024-06-15 15:02:12;8445;1689;5;151,78;141
2024-06-15 15:02:57;8460;1692;5;153,88;141
2024-06-15 15:03:00;8461;1693;1;150,37;142
2024-06-15 15:03:45;8476;1696;1;150,63;142
2024-06-15 15:04:30;8491;1699;1;153,4;142
2024-06-15 15:05:12;8505;1701;5;149,44;142
2024-06-15 15:05:57;8520;1704;5;153,19;142
2024-06-15 15:06:00;8521;1705;1;151,15;143
2024-06-15 15:06:45;8536;1708;1;152,56;143
2024-06-15 15:07:30;8551;1711;1;149,51;143
2024-06-15 15:08:12;8565;1713;5;147,97;143
2024-06-15 15:08:57;8580;1716;5;152,15;143
2024-06-15 15:09:00;8581;1717;1;151,76;144
2024-06-15 15:09:45;8596;1720;1;151,2;144
2024-06-15 15:10:30;8611;1723;1;150,81;144
2024-06-15 15:11:12;8625;1725;5;153,03;144
2024-06-15 15:11:57;8640;1728;5;150,58;144
2024-06-15 15:12:00;8641;1729;1;153,93;145
2024-06-15 15:12:45;8656;1732;1;149,74;145
2024-06-15 15:13:30;8671;1735;1;153,18;145
2024-06-15 15:14:12;8685;1737;5;152,81;145
2024-06-15 15:14:57;8700;1740;5;149,73;145
2024-06-15 15:15:00;8701;1741;1;153,89;146
2024-06-15 15:15:45;8716;1744;1;152,35;146
2024-06-15 15:16:30;8731;1747;1;150,82;146
2024-06-15 15:17:12;8745;1749;5;154,58;146
2024-06-15 15:17:57;8760;1752;5;153,69;146
2024-06-15 15:18:00;8761;1753;1;152,96;147
2024-06-15 15:18:45;8776;1756;1;149,43;147
2024-06-15 15:19:30;8791;1759;1;148,33;147
2024-06-15 15:20:12;8805;1761;5;152,1;147
2024-06-15 15:20:57;8820;1764;5;151,9;147
2024-06-15 15:21:00;8821;1765;1;152,07;148
2024-06-15 15:21:45;8836;1768;1;151,47;148
2024-06-15 15:22:30;8851;1771;1;154,3;148
2024-06-15 15:23:12;8865;1773;5;152,21;148
2024-06-15 15:23:57;8880;1776;5;150,53;148
2024-06-15 15:24:00;8881;1777;1;148,27;149
2024-06-15 15:24:45;8896;1780;1;154,57;149
2024-06-15 15:25:30;8911;1783;1;150,18;149
2024-06-15 15:26:12;8925;1785;5;149,82;149
2024-06-15 15:26:57;8940;1788;5;151,27;149
2024-06-15 15:27:00;8941;1789;1;153,62;150
2024-06-15 15:27:45;8956;1792;1;153,08;150
2024-06-15 15:28:30;8971;1795;1;150,91;150
2024-06-15 15:29:12;8985;1797;5;151,16;150
2024-06-15 15:29:57;9000;1800;5;152,7;150
2024-06-15 15:30:00;9001;1801;1;152,65;151
2024-06-15 15:30:45;9016;1804;1;150,03;151
2024-06-15 15:31:30;9031;1807;1;151,48;151
2024-06-15 15:32:12;9045;1809;5;151,05;151
2024-06-15 15:32:57;9060;1812;5;153,23;151
2024-06-15 15:33:00;9061;1813;1;151,35;152
2024-06-15 15:33:45;9076;1816;1;153,81;152
2024-06-15 15:34:30;9091;1819;1;152,55;152
2024-06-15 15:35:12;9105;1821;5;150,01;152
2024-06-15 15:35:57;9120;1824;5;153,57;152
2024-06-15 15:36:00;9121;1825;1;148,21;153
2024-06-15 15:36:45;9136;1828;1;150,7;153
2024-06-15 15:37:30;9151;1831;1;152,49;153
2024-06-15 15:38:12;9165;1833;5;152,91;153
2024-06-15 15:38:57;9180;1836;5;150,81;153
2024-06-15 15:39:00;9181;1837;1;151,36;154
2024-06-15 15:39:45;9196;1840;1;149,21;154
2024-06-15 15:40:30;9211;1843;1;149,32;154
2024-06-15 15:41:12;9225;1845;5;149,26;154
2024-06-15 15:41:57;9240;1848;5;149,68;154
2024-06-15 15:42:00;9241;1849;1;152,67;155
2024-06-15 15:42:45;9256;1852;1;150,79;155
2024-06-15 15:43:30;9271;1855;1;153,74;155
2024-06-15 15:44:12;9285;1857;5;151,8;155
2024-06-15 15:44:57;9300;1860;5;149,91;155
2024-06-15 15:45:00;9301;1861;1;152,13;156
2024-06-15 15:45:45;9316;1864;1;149,2;156
2024-06-15 15:46:30;9331;1867;1;153,62;156
2024-06-15 15:47:12;9345;1869;5;151,55;156
2024-06-15 15:47:57;9360;1872;5;151,96;156
2024-06-15 15:48:00;9361;1873;1;153,64;157
2024-06-15 15:48:45;9376;1876;1;149,96;157
2024-06-15 15:49:30;9391;1879;1;151,32;157
2024-06-15 15:50:12;9405;1881;5;152,44;157
2024-06-15 15:50:57;9420;1884;5;151,13;157
2024-06-15 15:51:00;9421;1885;1;151,94;158
2024-06-15 15:51:45;9436;1888;1;149,37;158
2024-06-15 15:52:30;9451;1891;1;151,24;158
2024-06-15 15:53:12;9465;1893;5;152,31;158
2024-06-15 15:53:57;9480;1896;5;153,07;158
2024-06-15 15:54:00;9481;1897;1;152,38;159
2024-06-15 15:54:45;9496;1900;1;149,69;159
2024-06-15 15:55:30;9511;1903;1;147,91;159
2024-06-15 15:56:12;9525;1905;5;150,12;159
2024-06-15 15:56:57;9540;1908;5;151,05;159
2024-06-15 15:57:00;9541;1909;1;151,99;160
2024-06-15 15:57:45;9556;1912;1;154,51;160
2024-06-15 15:58:30;9571;1915;1;150,94;160
2024-06-15 15:59:12;9585;1917;5;153,22;160
2024-06-15 15:59:57;9600;1920;5;151,01;160
