hora_envasado,peso_g
2024-10-01 09:32:15,150.43
2024-10-01 09:32:18,156.16
2024-10-01 09:32:21,150.83
2024-10-01 09:32:24,155.42
2024-10-01 09:32:27,154.07
2024-10-01 09:32:30,151.38
2024-10-01 09:32:33,157.44
2024-10-01 09:32:36,150.02
2024-10-01 09:32:39,155.3
2024-10-01 09:32:42,155.5
2024-10-01 09:32:45,151.32
2024-10-01 09:32:48,156.48
2024-10-01 09:32:51,152.37
2024-10-01 09:32:54,153.72
2024-10-01 09:32:57,153.65
2024-10-01 09:33:00,152.66
2024-10-01 09:33:03,155.03
2024-10-01 09:33:06,154.98
2024-10-01 09:33:09,148.63
2024-10-01 09:33:12,156.26
2024-10-01 09:33:15,148.84
2024-10-01 09:33:18,155.58
2024-10-01 09:33:21,155.82
2024-10-01 09:33:24,150.27
2024-10-01 09:33:27,151.97
2024-10-01 09:33:30,150.24
2024-10-01 09:33:33,152.46
2024-10-01 09:33:36,152.23
2024-10-01 09:33:39,154.95
2024-10-01 09:33:42,156.28
2024-10-01 09:33:45,156.49
2024-10-01 09:33:48,151.59
2024-10-01 09:33:51,152.48
2024-10-01 09:33:54,148.79
2024-10-01 09:33:57,150.99
2024-10-01 09:34:00,155.41
2024-10-01 09:34:03,157.04
2024-10-01 09:34:06,149.91
2024-10-01 09:34:09,151.52
2024-10-01 09:34:12,152.93
2024-10-01 09:34:15,153.7
2024-10-01 09:34:18,150.98
2024-10-01 09:34:21,154.06
2024-10-01 09:34:24,151.82
2024-10-01 09:34:27,152.96
2024-10-01 09:34:30,154.37
2024-10-01 09:34:33,153.02
2024-10-01 09:34:36,151.91
2024-10-01 09:34:39,152.73
2024-10-01 09:34:42,152.78
2024-10-01 09:34:45,152.07
2024-10-01 09:34:48,152.35
2024-10-01 09:34:51,157.0
2024-10-01 09:34:54,154.4
2024-10-01 09:34:57,152.26
2024-10-01 09:35:00,154.74
2024-10-01 09:35:03,152.17
2024-10-01 09:35:06,155.93
2024-10-01 09:35:09,153.92
2024-10-01 09:35:12,152.73
2024-10-01 09:35:15,154.12
2024-10-01 09:35:18,149.07
2024-10-01 09:35:21,150.18
2024-10-01 09:35:24,150.02
2024-10-01 09:35:27,153.36
2024-10-01 09:35:30,157.33
2024-10-01 09:35:33,158.58
2024-10-01 09:35:36,154.6
2024-10-01 09:35:39,154.25
2024-10-01 09:35:42,148.5
2024-10-01 09:35:45,151.64
2024-10-01 09:35:48,151.03
2024-10-01 09:35:51,151.45
2024-10-01 09:35:54,152.58
2024-10-01 09:35:57,151.82
2024-10-01 09:36:00,148.05
2024-10-01 09:36:03,154.87
2024-10-01 09:36:06,150.32
2024-10-01 09:36:09,153.6
2024-10-01 09:36:12,158.19
2024-10-01 09:36:15,150.7
2024-10-01 09:36:18,146.67
2024-10-01 09:36:21,152.28
2024-10-01 09:36:24,155.75
2024-10-01 09:36:27,157.9
2024-10-01 09:36:30,149.93
2024-10-01 09:36:33,154.24
2024-10-01 09:36:36,151.84
2024-10-01 09:36:39,152.74
2024-10-01 09:36:42,159.61
2024-10-01 09:36:45,149.24
2024-10-01 09:36:48,153.63
2024-10-01 09:36:51,154.17
2024-10-01 09:36:54,155.71
2024-10-01 09:36:57,153.24
2024-10-01 09:37:00,153.77
2024-10-01 09:37:03,152.02
2024-10-01 09:37:06,153.67
2024-10-01 09:37:09,152.14
2024-10-01 09:37:12,154.55
2024-10-01 09:37:15,152.08
2024-10-01 09:37:18,153.94
2024-10-01 09:37:21,152.93
2024-10-01 09:37:24,155.82
2024-10-01 09:37:27,152.87
2024-10-01 09:37:30,148.57
2024-10-01 09:37:33,156.15
2024-10-01 09:37:36,150.74
2024-10-01 09:37:39,151.37
2024-10-01 09:37:42,151.51
2024-10-01 09:37:45,156.44
2024-10-01 09:37:48,147.66
2024-10-01 09:37:51,160.84
2024-10-01 09:37:54,155.64
2024-10-01 09:37:57,153.56
2024-10-01 09:38:00,152.86
2024-10-01 09:38:03,153.71
2024-10-01 09:38:06,154.3
2024-10-01 09:38:09,154.61
2024-10-01 09:38:12,154.39
2024-10-01 09:38:15,153.22
2024-10-01 09:38:18,152.51
2024-10-01 09:38:21,152.62
2024-10-01 09:38:24,152.51
2024-10-01 09:38:27,155.83
2024-10-01 09:38:30,154.48
2024-10-01 09:38:33,145.65
2024-10-01 09:38:36,154.64
2024-10-01 09:38:39,153.49
2024-10-01 09:38:42,152.95
2024-10-01 09:38:45,152.03
2024-10-01 09:38:48,155.81
2024-10-01 09:38:51,155.37
2024-10-01 09:38:54,151.07
2024-10-01 09:38:57,154.02
2024-10-01 09:39:00,150.57
2024-10-01 09:39:03,149.55
2024-10-01 09:39:06,151.43
2024-10-01 09:39:09,155.16
2024-10-01 09:39:12,155.38
2024-10-01 09:39:15,154.28
2024-10-01 09:39:18,154.81
2024-10-01 09:39:21,154.29
2024-10-01 09:39:24,151.4
2024-10-01 09:39:27,154.08
2024-10-01 09:39:30,155.0
2024-10-01 09:39:33,154.89
2024-10-01 09:39:36,155.97
2024-10-01 09:39:39,154.77
2024-10-01 09:39:42,153.88
2024-10-01 09:39:45,155.68
2024-10-01 09:39:48,152.93
2024-10-01 09:39:51,150.8
2024-10-01 09:39:54,152.59
2024-10-01 09:39:57,151.14
2024-10-01 09:40:00,151.31
2024-10-01 09:40:03,152.64
2024-10-01 09:40:06,151.02
2024-10-01 09:40:09,152.23
2024-10-01 09:40:12,148.27
2024-10-01 09:40:15,153.53
2024-10-01 09:40:18,153.0
2024-10-01 09:40:21,150.96
2024-10-01 09:40:24,154.65
2024-10-01 09:40:27,155.34
2024-10-01 09:40:30,148.98
2024-10-01 09:40:33,151.09
2024-10-01 09:40:36,151.08
2024-10-01 09:40:39,150.65
2024-10-01 09:40:42,155.07
2024-10-01 09:40:45,152.52
2024-10-01 09:40:48,152.34
2024-10-01 09:40:51,147.99
2024-10-01 09:40:54,154.59
2024-10-01 09:40:57,149.9
2024-10-01 09:41:00,153.15
2024-10-01 09:41:03,153.69
2024-10-01 09:41:06,156.4
2024-10-01 09:41:09,149.73
2024-10-01 09:41:12,145.45
2024-10-01 09:41:15,153.46
2024-10-01 09:41:18,157.5
2024-10-01 09:41:21,156.1
2024-10-01 09:41:24,153.52
2024-10-01 09:41:27,151.77
2024-10-01 09:41:30,155.02
2024-10-01 09:41:33,150.57
2024-10-01 09:41:36,154.19
2024-10-01 09:41:39,154.26
2024-10-01 09:41:42,155.65
2024-10-01 09:41:45,159.9
2024-10-01 09:41:48,153.98
2024-10-01 09:41:51,151.73
2024-10-01 09:41:54,152.94
2024-10-01 09:41:57,148.58
2024-10-01 09:42:00,151.26
2024-10-01 09:42:03,151.98
2024-10-01 09:42:06,151.69
2024-10-01 09:42:09,153.38
2024-10-01 09:42:12,150.94
2024-10-01 09:42:15,155.8
2024-10-01 09:42:18,153.0
2024-10-01 09:42:21,152.98
2024-10-01 09:42:24,152.18
2024-10-01 09:42:27,153.39
2024-10-01 09:42:30,155.06
2024-10-01 09:42:33,150.83
2024-10-01 09:42:36,151.35
2024-10-01 09:42:39,152.24
2024-10-01 09:42:42,149.64
2024-10-01 09:42:45,150.95
2024-10-01 09:42:48,151.81
2024-10-01 09:42:51,155.19
2024-10-01 09:42:54,153.66
2024-10-01 09:42:57,153.48
2024-10-01 09:43:00,155.13
2024-10-01 09:43:03,152.66
2024-10-01 09:43:06,153.98
2024-10-01 09:43:09,152.74
2024-10-01 09:43:12,153.66
2024-10-01 09:43:15,151.54
2024-10-01 09:43:18,146.9
2024-10-01 09:43:21,152.66
2024-10-01 09:43:24,156.56
2024-10-01 09:43:27,155.32
2024-10-01 09:43:30,155.41
2024-10-01 09:43:33,156.09
2024-10-01 09:43:36,153.22
2024-10-01 09:43:39,153.49
2024-10-01 09:43:42,151.46
2024-10-01 09:43:45,152.21
2024-10-01 09:43:48,154.54
2024-10-01 09:43:51,156.01
2024-10-01 09:43:54,152.65
2024-10-01 09:43:57,151.87
2024-10-01 09:44:00,153.0
2024-10-01 09:44:03,154.5
2024-10-01 09:44:06,149.39
2024-10-01 09:44:09,147.26
2024-10-01 09:44:12,151.62
2024-10-01 09:44:15,149.95
2024-10-01 09:44:18,151.73
2024-10-01 09:44:21,152.63
2024-10-01 09:44:24,151.87
2024-10-01 09:44:27,156.63
2024-10-01 09:44:30,153.82
2024-10-01 09:44:33,153.75
2024-10-01 09:44:36,154.56
2024-10-01 09:44:39,150.15
2024-10-01 09:44:42,155.6
2024-10-01 09:44:45,152.81
2024-10-01 09:44:48,154.68
2024-10-01 09:44:51,150.32
2024-10-01 09:44:54,149.12
2024-10-01 09:44:57,155.04
2024-10-01 09:45:00,153.94
2024-10-01 09:45:03,150.74
2024-10-01 09:45:06,150.83
2024-10-01 09:45:09,155.81
2024-10-01 09:45:12,150.03
2024-10-01 09:45:15,157.11
2024-10-01 09:45:18,150.75
2024-10-01 09:45:21,154.6
2024-10-01 09:45:24,152.18
2024-10-01 09:45:27,154.51
2024-10-01 09:45:30,151.64
2024-10-01 09:45:33,152.59
2024-10-01 09:45:36,153.1
2024-10-01 09:45:39,150.49
2024-10-01 09:45:42,154.85
2024-10-01 09:45:45,151.72
2024-10-01 09:45:48,152.43
2024-10-01 09:45:51,150.51
2024-10-01 09:45:54,146.59
2024-10-01 09:45:57,152.52
2024-10-01 09:46:00,159.03
2024-10-01 09:46:03,154.96
2024-10-01 09:46:06,152.95
2024-10-01 09:46:09,152.34
2024-10-01 09:46:12,153.06
2024-10-01 09:46:15,154.37
2024-10-01 09:46:18,150.05
2024-10-01 09:46:21,155.79
2024-10-01 09:46:24,154.79
2024-10-01 09:46:27,154.8
2024-10-01 09:46:30,154.1
2024-10-01 09:46:33,153.05
2024-10-01 09:46:36,154.68
2024-10-01 09:46:39,154.48
2024-10-01 09:46:42,152.11
2024-10-01 09:46:45,151.57
2024-10-01 09:46:48,153.25
2024-10-01 09:46:51,156.87
2024-10-01 09:46:54,149.9
2024-10-01 09:46:57,149.33
2024-10-01 09:47:00,153.41
2024-10-01 09:47:03,153.13
2024-10-01 09:47:06,153.43
2024-10-01 09:47:09,153.61
2024-10-01 09:47:12,152.44
2024-10-01 09:47:15,156.72
2024-10-01 09:47:18,149.0
2024-10-01 09:47:21,150.93
2024-10-01 09:47:24,152.74
2024-10-01 09:47:27,148.89
2024-10-01 09:47:30,152.56
2024-10-01 09:47:33,157.15
2024-10-01 09:47:36,153.05
2024-10-01 09:47:39,153.58
2024-10-01 09:47:42,149.85
2024-10-01 09:47:45,151.46
2024-10-01 09:47:48,152.06
2024-10-01 09:47:51,152.21
2024-10-01 09:47:54,156.2
2024-10-01 09:47:57,154.39
2024-10-01 09:48:00,150.22
2024-10-01 09:48:03,153.62
2024-10-01 09:48:06,154.25
2024-10-01 09:48:09,155.85
2024-10-01 09:48:12,156.95
2024-10-01 09:48:15,150.46
2024-10-01 09:48:18,150.97
2024-10-01 09:48:21,149.86
2024-10-01 09:48:24,152.41
2024-10-01 09:48:27,154.17
2024-10-01 09:48:30,155.47
2024-10-01 09:48:33,152.81
2024-10-01 09:48:36,152.2
2024-10-01 09:48:39,153.38
2024-10-01 09:48:42,150.91
2024-10-01 09:48:45,158.22
2024-10-01 09:48:48,148.98
2024-10-01 09:48:51,153.46
2024-10-01 09:48:54,158.06
2024-10-01 09:48:57,153.02
2024-10-01 09:49:00,152.52
2024-10-01 09:49:03,152.11
2024-10-01 09:49:06,152.55
2024-10-01 09:49:09,156.43
2024-10-01 09:49:12,147.47
2024-10-01 09:49:15,156.83
2024-10-01 09:49:18,149.44
2024-10-01 09:49:21,152.33
2024-10-01 09:49:24,151.93
2024-10-01 09:49:27,154.47
2024-10-01 09:49:30,149.0
2024-10-01 09:49:33,154.16
2024-10-01 09:49:36,158.06
2024-10-01 09:49:39,149.59
2024-10-01 09:49:42,153.47
2024-10-01 09:49:45,151.35
2024-10-01 09:49:48,154.06
2024-10-01 09:49:51,153.05
2024-10-01 09:49:54,151.4
2024-10-01 09:49:57,154.22
2024-10-01 09:50:00,157.51
2024-10-01 09:50:03,152.52
2024-10-01 09:50:06,154.8
2024-10-01 09:50:09,149.77
2024-10-01 09:50:12,150.61
2024-10-01 09:50:15,154.18
2024-10-01 09:50:18,156.71
2024-10-01 09:50:21,153.89
2024-10-01 09:50:24,152.22
2024-10-01 09:50:27,153.0
2024-10-01 09:50:30,149.87
2024-10-01 09:50:33,154.51
2024-10-01 09:50:36,155.21
2024-10-01 09:50:39,151.87
2024-10-01 09:50:42,151.82
2024-10-01 09:50:45,153.66
2024-10-01 09:50:48,151.91
2024-10-01 09:50:51,152.83
2024-10-01 09:50:54,158.25
2024-10-01 09:50:57,152.38
2024-10-01 09:51:00,152.1
2024-10-01 09:51:03,151.38
2024-10-01 09:51:06,154.86
2024-10-01 09:51:09,152.55
2024-10-01 09:51:12,151.38
2024-10-01 09:51:15,156.3
2024-10-01 09:51:18,156.55
2024-10-01 09:51:21,151.5
2024-10-01 09:51:24,148.33
2024-10-01 09:51:27,155.52
2024-10-01 09:51:30,151.29
2024-10-01 09:51:33,154.98
2024-10-01 09:51:36,148.07
2024-10-01 09:51:39,155.23
2024-10-01 09:51:42,149.97
2024-10-01 09:51:45,154.83
2024-10-01 09:51:48,153.04
2024-10-01 09:51:51,150.62
2024-10-01 09:51:54,151.98
2024-10-01 09:51:57,154.72
2024-10-01 09:52:00,153.26
2024-10-01 09:52:03,154.46
2024-10-01 09:52:06,157.94
2024-10-01 09:52:09,149.09
2024-10-01 09:52:12,157.04
2024-10-01 09:52:15,153.26
2024-10-01 09:52:18,150.75
2024-10-01 09:52:21,149.67
2024-10-01 09:52:24,152.53
2024-10-01 09:52:27,155.3
2024-10-01 09:52:30,152.68
2024-10-01 09:52:33,156.78
2024-10-01 09:52:36,149.37
2024-10-01 09:52:39,152.97
2024-10-01 09:52:42,149.87
2024-10-01 09:52:45,153.91
2024-10-01 09:52:48,155.22
2024-10-01 09:52:51,151.95
2024-10-01 09:52:54,146.49
2024-10-01 09:52:57,153.5
2024-10-01 09:53:00,154.09
2024-10-01 09:53:03,154.01
2024-10-01 09:53:06,156.09
2024-10-01 09:53:09,150.32
2024-10-01 09:53:12,154.7
2024-10-01 09:53:15,155.98
2024-10-01 09:53:18,148.55
2024-10-01 09:53:21,153.8
2024-10-01 09:53:24,151.74
2024-10-01 09:53:27,152.8
2024-10-01 09:53:30,153.87
2024-10-01 09:53:33,151.78
2024-10-01 09:53:36,151.31
2024-10-01 09:53:39,153.09
2024-10-01 09:53:42,150.28
2024-10-01 09:53:45,150.29
2024-10-01 09:53:48,154.7
2024-10-01 09:53:51,150.13
2024-10-01 09:53:54,154.67
2024-10-01 09:53:57,154.16
2024-10-01 09:54:00,148.69
2024-10-01 09:54:03,151.31
2024-10-01 09:54:06,155.99
2024-10-01 09:54:09,150.55
2024-10-01 09:54:12,151.84
2024-10-01 09:54:15,154.16
2024-10-01 09:54:18,154.96
2024-10-01 09:54:21,152.37
2024-10-01 09:54:24,151.51
2024-10-01 09:54:27,156.56
2024-10-01 09:54:30,157.35
2024-10-01 09:54:33,155.45
2024-10-01 09:54:36,153.21
2024-10-01 09:54:39,150.98
2024-10-01 09:54:42,150.92
2024-10-01 09:54:45,154.31
2024-10-01 09:54:48,154.05
2024-10-01 09:54:51,156.5
2024-10-01 09:54:54,154.63
2024-10-01 09:54:57,149.24
2024-10-01 09:55:00,155.63
2024-10-01 09:55:03,150.5
2024-10-01 09:55:06,152.04
2024-10-01 09:55:09,153.63
2024-10-01 09:55:12,157.99
2024-10-01 09:55:15,160.77
2024-10-01 09:55:18,154.52
2024-10-01 09:55:21,152.54
2024-10-01 09:55:24,154.34
2024-10-01 09:55:27,155.22
2024-10-01 09:55:30,152.2
2024-10-01 09:55:33,157.49
2024-10-01 09:55:36,153.58
2024-10-01 09:55:39,154.24
2024-10-01 09:55:42,154.66
2024-10-01 09:55:45,154.05
2024-10-01 09:55:48,155.1
2024-10-01 09:55:51,151.46
2024-10-01 09:55:54,151.6
2024-10-01 09:55:57,150.25
2024-10-01 09:56:00,154.1
2024-10-01 09:56:03,154.95
2024-10-01 09:56:06,154.14
2024-10-01 09:56:09,157.19
2024-10-01 09:56:12,152.99
2024-10-01 09:56:15,154.67
2024-10-01 09:56:18,150.27
2024-10-01 09:56:21,152.03
2024-10-01 09:56:24,154.74
2024-10-01 09:56:27,155.12
2024-10-01 09:56:30,152.27
2024-10-01 09:56:33,152.82
2024-10-01 09:56:36,149.21
2024-10-01 09:56:39,152.11
2024-10-01 09:56:42,155.23
2024-10-01 09:56:45,154.44
2024-10-01 09:56:48,154.25
2024-10-01 09:56:51,153.12
2024-10-01 09:56:54,153.02
2024-10-01 09:56:57,151.35
2024-10-01 09:57:00,154.75
2024-10-01 09:57:03,154.05
2024-10-01 09:57:06,154.23
2024-10-01 09:57:09,151.68
2024-10-01 09:57:12,147.62
2024-10-01 09:57:15,155.74
2024-10-01 09:57:18,151.8
2024-10-01 09:57:21,150.84
2024-10-01 09:57:24,154.73
2024-10-01 09:57:27,152.02
2024-10-01 09:57:30,155.65
2024-10-01 09:57:33,154.54
2024-10-01 09:57:36,154.71
2024-10-01 09:57:39,149.59
2024-10-01 09:57:42,156.03
2024-10-01 09:57:45,153.65
2024-10-01 09:57:48,152.08
2024-10-01 09:57:51,153.36
2024-10-01 09:57:54,148.56
2024-10-01 09:57:57,154.02
2024-10-01 09:58:00,150.43
2024-10-01 09:58:03,149.62
2024-10-01 09:58:06,149.19
2024-10-01 09:58:09,155.78
2024-10-01 09:58:12,151.43
2024-10-01 09:58:15,156.83
2024-10-01 09:58:18,151.66
2024-10-01 09:58:21,148.73
2024-10-01 09:58:24,150.21
2024-10-01 09:58:27,156.09
2024-10-01 09:58:30,152.61
2024-10-01 09:58:33,151.63
2024-10-01 09:58:36,153.4
2024-10-01 09:58:39,154.25
2024-10-01 09:58:42,155.79
2024-10-01 09:58:45,156.62
2024-10-01 09:58:48,152.1
2024-10-01 09:58:51,149.68
2024-10-01 09:58:54,151.97
2024-10-01 09:58:57,153.65
2024-10-01 09:59:00,150.59
2024-10-01 09:59:03,150.61
2024-10-01 09:59:06,153.86
2024-10-01 09:59:09,152.88
2024-10-01 09:59:12,153.08
2024-10-01 09:59:15,151.1
2024-10-01 09:59:18,152.42
2024-10-01 09:59:21,150.69
2024-10-01 09:59:24,155.23
2024-10-01 09:59:27,155.59
2024-10-01 09:59:30,148.38
2024-10-01 09:59:33,150.68
2024-10-01 09:59:36,149.26
2024-10-01 09:59:39,151.37
2024-10-01 09:59:42,152.79
2024-10-01 09:59:45,149.38
2024-10-01 09:59:48,150.7
2024-10-01 09:59:51,150.49
2024-10-01 09:59:54,153.52
2024-10-01 09:59:57,153.17
2024-10-01 10:00:00,151.2
2024-10-01 10:00:03,153.44
2024-10-01 10:00:06,151.63
2024-10-01 10:00:09,152.32
2024-10-01 10:00:12,157.18
2024-10-01 10:00:15,156.35
2024-10-01 10:00:18,149.75
2024-10-01 10:00:21,155.07
2024-10-01 10:00:24,155.03
2024-10-01 10:00:27,150.13
2024-10-01 10:00:30,155.05
2024-10-01 10:00:33,156.84
2024-10-01 10:00:36,150.19
2024-10-01 10:00:39,150.71
2024-10-01 10:00:42,155.54
2024-10-01 10:00:45,153.68
2024-10-01 10:00:48,154.38
2024-10-01 10:00:51,153.85
2024-10-01 10:00:54,153.98
2024-10-01 10:00:57,149.68
2024-10-01 10:01:00,155.62
2024-10-01 10:01:03,155.92
2024-10-01 10:01:06,152.43
2024-10-01 10:01:09,152.89
2024-10-01 10:01:12,149.17
2024-10-01 10:01:15,154.29
2024-10-01 10:01:18,154.43
2024-10-01 10:01:21,152.84
2024-10-01 10:01:24,155.81
2024-10-01 10:01:27,152.16
2024-10-01 10:01:30,154.41
2024-10-01 10:01:33,150.45
2024-10-01 10:01:36,152.94
2024-10-01 10:01:39,152.56
2024-10-01 10:01:42,153.56
2024-10-01 10:01:45,152.08
2024-10-01 10:01:48,152.67
2024-10-01 10:01:51,155.07
2024-10-01 10:01:54,151.91
2024-10-01 10:01:57,148.98
2024-10-01 10:02:00,157.37
2024-10-01 10:02:03,156.45
2024-10-01 10:02:06,149.77
2024-10-01 10:02:09,154.72
2024-10-01 10:02:12,151.74
2024-10-01 10:02:15,153.66
2024-10-01 10:02:18,153.74
2024-10-01 10:02:21,152.41
2024-10-01 10:02:24,151.04
2024-10-01 10:02:27,151.27
2024-10-01 10:02:30,150.71
2024-10-01 10:02:33,150.92
2024-10-01 10:02:36,152.83
2024-10-01 10:02:39,151.21
2024-10-01 10:02:42,154.71
2024-10-01 10:02:45,156.72
2024-10-01 10:02:48,151.55
2024-10-01 10:02:51,153.6
2024-10-01 10:02:54,154.25
2024-10-01 10:02:57,154.18
2024-10-01 10:03:00,153.19
2024-10-01 10:03:03,154.86
2024-10-01 10:03:06,154.21
2024-10-01 10:03:09,149.91
2024-10-01 10:03:12,155.17
2024-10-01 10:03:15,155.22
2024-10-01 10:03:18,151.09
2024-10-01 10:03:21,153.09
2024-10-01 10:03:24,154.71
2024-10-01 10:03:27,152.48
2024-10-01 10:03:30,155.68
2024-10-01 10:03:33,158.91
2024-10-01 10:03:36,151.04
2024-10-01 10:03:39,149.55
2024-10-01 10:03:42,153.76
2024-10-01 10:03:45,154.8
2024-10-01 10:03:48,152.42
2024-10-01 10:03:51,156.63
2024-10-01 10:03:54,149.65
2024-10-01 10:03:57,154.73
2024-10-01 10:04:00,151.49
2024-10-01 10:04:03,157.3
2024-10-01 10:04:06,157.98
2024-10-01 10:04:09,151.08
2024-10-01 10:04:12,151.63
2024-10-01 10:04:15,155.15
2024-10-01 10:04:18,152.03
2024-10-01 10:04:21,152.89
2024-10-01 10:04:24,153.06
2024-10-01 10:04:27,148.2
2024-10-01 10:04:30,152.97
2024-10-01 10:04:33,151.28
2024-10-01 10:04:36,151.77
2024-10-01 10:04:39,156.61
2024-10-01 10:04:42,149.86
2024-10-01 10:04:45,155.03
2024-10-01 10:04:48,152.3
2024-10-01 10:04:51,152.3
2024-10-01 10:04:54,154.98
2024-10-01 10:04:57,153.85
2024-10-01 10:05:00,154.43
2024-10-01 10:05:03,155.42
2024-10-01 10:05:06,152.17
2024-10-01 10:05:09,151.47
2024-10-01 10:05:12,150.29
2024-10-01 10:05:15,150.94
2024-10-01 10:05:18,160.37
2024-10-01 10:05:21,156.11
2024-10-01 10:05:24,149.62
2024-10-01 10:05:27,149.69
2024-10-01 10:05:30,154.2
2024-10-01 10:05:33,154.37
2024-10-01 10:05:36,154.37
2024-10-01 10:05:39,152.36
2024-10-01 10:05:42,152.69
2024-10-01 10:05:45,153.82
2024-10-01 10:05:48,153.21
2024-10-01 10:05:51,147.45
2024-10-01 10:05:54,152.43
2024-10-01 10:05:57,150.87
2024-10-01 10:06:00,153.44
2024-10-01 10:06:03,160.46
2024-10-01 10:06:06,153.92
2024-10-01 10:06:09,152.22
2024-10-01 10:06:12,155.3
2024-10-01 10:06:15,154.21
2024-10-01 10:06:18,154.05
2024-10-01 10:06:21,154.52
2024-10-01 10:06:24,158.14
2024-10-01 10:06:27,150.17
2024-10-01 10:06:30,154.18
2024-10-01 10:06:33,150.68
2024-10-01 10:06:36,154.39
2024-10-01 10:06:39,150.7
2024-10-01 10:06:42,151.96
2024-10-01 10:06:45,152.26
2024-10-01 10:06:48,155.44
2024-10-01 10:06:51,155.3
2024-10-01 10:06:54,149.89
2024-10-01 10:06:57,153.14
2024-10-01 10:07:00,151.23
2024-10-01 10:07:03,149.85
2024-10-01 10:07:06,152.46
2024-10-01 10:07:09,152.23
2024-10-01 10:07:12,159.07
2024-10-01 10:07:15,154.08
2024-10-01 10:07:18,149.56
2024-10-01 10:07:21,151.59
2024-10-01 10:07:24,155.55
2024-10-01 10:07:27,158.22
2024-10-01 10:07:30,149.04
2024-10-01 10:07:33,148.3
2024-10-01 10:07:36,157.68
2024-10-01 10:07:39,153.97
2024-10-01 10:07:42,150.83
2024-10-01 10:07:45,154.34
2024-10-01 10:07:48,146.41
2024-10-01 10:07:51,153.01
2024-10-01 10:07:54,153.82
2024-10-01 10:07:57,155.31
2024-10-01 10:08:00,150.47
2024-10-01 10:08:03,153.21
2024-10-01 10:08:06,150.69
2024-10-01 10:08:09,153.64
2024-10-01 10:08:12,150.76
2024-10-01 10:08:15,151.98
2024-10-01 10:08:18,150.51
2024-10-01 10:08:21,154.63
2024-10-01 10:08:24,155.15
2024-10-01 10:08:27,152.41
2024-10-01 10:08:30,153.1
2024-10-01 10:08:33,149.38
2024-10-01 10:08:36,152.25
2024-10-01 10:08:39,152.87
2024-10-01 10:08:42,159.55
2024-10-01 10:08:45,150.22
2024-10-01 10:08:48,156.66
2024-10-01 10:08:51,155.49
2024-10-01 10:08:54,153.7
2024-10-01 10:08:57,157.4
2024-10-01 10:09:00,153.93
2024-10-01 10:09:03,153.97
2024-10-01 10:09:06,152.87
2024-10-01 10:09:09,156.06
2024-10-01 10:09:12,155.74
2024-10-01 10:09:15,151.44
2024-10-01 10:09:18,149.7
2024-10-01 10:09:21,152.49
2024-10-01 10:09:24,151.0
2024-10-01 10:09:27,152.84
2024-10-01 10:09:30,156.09
2024-10-01 10:09:33,151.86
2024-10-01 10:09:36,152.89
2024-10-01 10:09:39,153.15
2024-10-01 10:09:42,155.12
2024-10-01 10:09:45,147.38
2024-10-01 10:09:48,151.48
2024-10-01 10:09:51,153.53
2024-10-01 10:09:54,156.0
2024-10-01 10:09:57,151.77
2024-10-01 10:10:00,148.31
2024-10-01 10:10:03,154.55
2024-10-01 10:10:06,151.41
2024-10-01 10:10:09,150.03
2024-10-01 10:10:12,151.44
2024-10-01 10:10:15,152.54
2024-10-01 10:10:18,151.49
2024-10-01 10:10:21,147.49
2024-10-01 10:10:24,155.24
2024-10-01 10:10:27,156.19
2024-10-01 10:10:30,154.63
2024-10-01 10:10:33,150.16
2024-10-01 10:10:36,152.5
2024-10-01 10:10:39,152.98
2024-10-01 10:10:42,154.5
2024-10-01 10:10:45,154.67
2024-10-01 10:10:48,151.16
2024-10-01 10:10:51,153.2
2024-10-01 10:10:54,154.14
2024-10-01 10:10:57,156.64
2024-10-01 10:11:00,154.76
2024-10-01 10:11:03,154.97
2024-10-01 10:11:06,153.21
2024-10-01 10:11:09,156.53
2024-10-01 10:11:12,154.02
2024-10-01 10:11:15,150.85
2024-10-01 10:11:18,156.51
2024-10-01 10:11:21,154.74
2024-10-01 10:11:24,151.89
2024-10-01 10:11:27,151.8
2024-10-01 10:11:30,153.74
2024-10-01 10:11:33,154.16
2024-10-01 10:11:36,153.49
2024-10-01 10:11:39,153.78
2024-10-01 10:11:42,157.25
2024-10-01 10:11:45,155.68
2024-10-01 10:11:48,153.48
2024-10-01 10:11:51,155.35
2024-10-01 10:11:54,150.42
2024-10-01 10:11:57,153.99
2024-10-01 10:12:00,157.52
2024-10-01 10:12:03,152.45
2024-10-01 10:12:06,150.88
2024-10-01 10:12:09,151.37
2024-10-01 10:12:12,150.28
2024-10-01 10:12:15,151.04
2024-10-01 10:12:18,152.07
2024-10-01 10:12:21,149.49
2024-10-01 10:12:24,153.04
2024-10-01 10:12:27,155.26
2024-10-01 10:12:30,150.73
2024-10-01 10:12:33,156.8
2024-10-01 10:12:36,154.28
2024-10-01 10:12:39,155.58
2024-10-01 10:12:42,151.36
2024-10-01 10:12:45,155.14
2024-10-01 10:12:48,150.27
2024-10-01 10:12:51,155.23
2024-10-01 10:12:54,153.43
2024-10-01 10:12:57,154.38
2024-10-01 10:13:00,150.06
2024-10-01 10:13:03,150.76
2024-10-01 10:13:06,154.49
2024-10-01 10:13:09,150.63
2024-10-01 10:13:12,154.16
2024-10-01 10:13:15,149.58
2024-10-01 10:13:18,155.12
