fecha;mes;analista;muestra;valor_referencia;repeticion;resultado
15/11/2024;11;Analista_3;A_baja;3,4;2;3,43
15/11/2024;11;Analista_3;A_baja;3,4;3;3,47
15/11/2024;11;Analista_3;B_media;3,8;1;3,62
15/11/2024;11;Analista_3;B_media;3,8;2;3,72
15/11/2024;11;Analista_3;B_media;3,8;3;4,06
15/11/2024;11;Analista_3;C_alta;4,5;1;4,8
15/11/2024;11;Analista_3;C_alta;4,5;2;4,57
15/11/2024;11;Analista_3;C_alta;4,5;3;4,67
15/11/2024;11;Analista_4;A_baja;3,4;1;3,37
15/11/2024;11;Analista_4;A_baja;3,4;2;3,53
15/11/2024;11;Analista_4;A_baja;3,4;3;3,42
15/11/2024;11;Analista_4;B_media;3,8;1;3,74
15/11/2024;11;Analista_4;B_media;3,8;2;3,69
15/11/2024;11;Analista_4;B_media;3,8;3;3,65
15/11/2024;11;Analista_4;C_alta;4,5;1;4,46
15/11/2024;11;Analista_4;C_alta;4,5;2;4,4
15/11/2024;11;Analista_4;C_alta;4,5;3;4,36
15/11/2024;11;Analista_5;A_baja;3,4;1;3,35
15/11/2024;11;Analista_5;A_baja;3,4;2;3,31
15/11/2024;11;Analista_5;A_baja;3,4;3;3,53
15/11/2024;11;Analista_5;B_media;3,8;1;3,87
15/11/2024;11;Analista_5;B_media;3,8;2;3,8
15/11/2024;11;Analista_5;B_media;3,8;3;3,92
15/11/2024;11;Analista_5;C_alta;4,5;1;4,51
15/11/2024;11;Analista_5;C_alta;4,5;2;4,43
15/11/2024;11;Analista_5;C_alta;4,5;3;4,62
15/12/2024;12;Analista_1;A_baja;3,4;1;3,42
15/12/2024;12;Analista_1;A_baja;3,4;2;3,36
15/12/2024;12;Analista_1;A_baja;3,4;3;3,39
15/12/2024;12;Analista_1;B_media;3,8;1;3,76
15/12/2024;12;Analista_1;B_media;3,8;2;3,74
15/12/2024;12;Analista_1;B_media;3,8;3;3,84
15/12/2024;12;Analista_1;C_alta;4,5;1;4,58
15/12/2024;12;Analista_1;C_alta;4,5;2;4,44
15/12/2024;12;Analista_1;C_alta;4,5;3;4,52
15/12/2024;12;Analista_2;A_baja;3,4;1;3,35
15/12/2024;12;Analista_2;A_baja;3,4;2;3,36
15/12/2024;12;Analista_2;A_baja;3,4;3;3,35
15/12/2024;12;Analista_2;B_media;3,8;1;3,73
15/12/2024;12;Analista_2;B_media;3,8;2;3,8
15/12/2024;12;Analista_2;B_media;3,8;3;3,73
15/12/2024;12;Analista_2;C_alta;4,5;1;4,52
15/12/2024;12;Analista_2;C_alta;4,5;2;4,5
15/12/2024;12;Analista_2;C_alta;4,5;3;4,48
15/12/2024;12;Analista_3;A_baja;3,4;1;3,39
15/12/2024;12;Analista_3;A_baja;3,4;2;3,43
15/12/2024;12;Analista_3;A_baja;3,4;3;3,59
15/12/2024;12;Analista_3;B_media;3,8;1;3,96
15/12/2024;12;Analista_3;B_media;3,8;2;3,78
15/12/2024;12;Analista_3;B_media;3,8;3;3,91
15/12/2024;12;Analista_3;C_alta;4,5;1;4,69
15/12/2024;12;Analista_3;C_alta;4,5;2;4,4
15/12/2024;12;Analista_3;C_alta;4,5;3;4,67
15/12/2024;12;Analista_4;A_baja;3,4;1;3,31
15/12/2024;12;Analista_4;A_baja;3,4;2;3,38
15/12/2024;12;Analista_4;A_baja;3,4;3;3,3
15/12/2024;12;Analista_4;B_media;3,8;1;3,64
15/12/2024;12;Analista_4;B_media;3,8;2;3,65
15/12/2024;12;Analista_4;B_media;3,8;3;3,75
15/12/2024;12;Analista_4;C_alta;4,5;1;4,47
15/12/2024;12;Analista_4;C_alta;4,5;2;4,4
15/12/2024;12;Analista_4;C_alta;4,5;3;4,49
15/12/2024;12;Analista_5;A_baja;3,4;1;3,27
15/12/2024;12;Analista_5;A_baja;3,4;2;3,39
15/12/2024;12;Analista_5;A_baja;3,4;3;3,3
15/12/2024;12;Analista_5;B_media;3,8;1;3,75
15/12/2024;12;Analista_5;B_media;3,8;2;3,8
15/12/2024;12;Analista_5;B_media;3,8;3;3,73
15/12/2024;12;Analista_5;C_alta;4,5;1;4,47
15/12/2024;12;Analista_5;C_alta;4,5;2;4,58
15/12/2024;12;Analista_5;C_alta;4,5;3;4,45
