fecha;entrada_kg;entrada_litros;entrada_grasa_g_l;entrada_prot_g_l;cuba_fab_litros;cuba_fab_grasa_g_l;cuba_fab_prot_g_l;stock_cierre_litros;queso_kg;queso_est_pct;queso_mg_pct;suero_litros;suero_grasa_g_l;suero_prot_g_l;suero_es_g_l
05/08/2024;4788;4649;42,32;36,41;5022;41,43;34,22;4603;657,18;53,22;27,16;4405,0;6,51;4,6;61,16
06/08/2024;5599;5436;43,79;37,11;5025;41,75;34,84;5039;624,58;51,0;27,09;4440,0;8,97;7,82;66,94
07/08/2024;5107;4958;44,41;35,81;5026;42,36;34,47;4997;623,83;51,68;27,06;4442,0;9,72;5,91;67,32
08/08/2024;5059;4912;43,94;36,01;5023;42,08;34,57;4909;636,86;52,83;26,72;4426,0;9,13;6,15;66,12
09/08/2024;0;0;0,0;0,0;4932;42,3;34,29;0;642,94;49,14;25,68;4329,0;9,81;4,6;65,86
10/08/2024;0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
11/08/2024;5076;4928;42,42;35,86;0;0,0;0,0;4928;0,0;0,0;0,0;0,0;0,0;0,0;0,0
12/08/2024;5488;5328;42,56;35,41;5025;40,28;34,05;5256;619,29;54,49;28,12;4445,0;6,27;6,74;63,74
13/08/2024;5028;4882;41,95;35,77;5030;40,14;34,24;5138;650,73;51,63;27,72;4420,0;4,76;4,0;60,17
14/08/2024;5141;4991;41,36;33,44;5033;40,03;32,97;5129;564,34;54,27;26,82;4507,0;10,88;8,1;70,95
15/08/2024;5701;5535;43,42;34,9;5019;40,78;33,42;5664;646,39;51,78;26,7;4413,0;7,15;2,84;61,77
16/08/2024;0;0;0,0;0,0;5699;40,92;32,94;0;727,55;50,21;26,13;5017,0;8,45;3,99;63,15
17/08/2024;0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
18/08/2024;5523;5362;40,14;35,52;0;0,0;0,0;5362;0,0;0,0;0,0;0,0;0,0;0,0;0,0
19/08/2024;5341;5185;41,98;35,37;5024;39,21;33,78;5547;630,17;51,1;26,88;4434,0;6,16;5,9;64,18
20/08/2024;5265;5112;41,78;37,83;5018;38,9;35,21;5659;660,67;49,79;26,79;4398,0;4,05;6,22;61,54
21/08/2024;5093;4945;41,89;34,45;5018;40,0;33,79;5604;589,48;53,1;27,05;4467,0;9,07;7,78;65,96
22/08/2024;4816;4676;39,2;34,97;5024;38,68;33,6;5280;639,12;52,37;27,59;4425,0;3,97;4,82;59,07
23/08/2024;0;0;0,0;0,0;5307;38,78;33,76;0;643,15;53,04;26,02;4705,0;8,04;5,91;63,23
24/08/2024;0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
25/08/2024;5575;5413;43,13;37,83;0;0,0;0,0;5413;0,0;0,0;0,0;0,0;0,0;0,0;0,0
26/08/2024;4875;4733;41,31;34,05;5024;40,27;34,49;5146;633,37;50,71;27,41;4431,0;6,35;6,33;62,81
27/08/2024;5003;4857;39,27;32,52;5020;39,06;32,96;5003;660,38;48,24;24,4;4400,0;7,77;3,32;60,59
28/08/2024;5328;5173;43,82;34,35;5025;40,53;32,99;5176;619,18;50,92;27,15;4445,0;7,87;5,08;62,97
29/08/2024;4978;4833;42,67;35,17;5032;40,8;33,34;5009;634,29;52,0;27,2;4438,0;7,29;4,97;62,2
30/08/2024;0;0;0,0;0,0;5036;40,39;33,4;0;570,96;54,38;28,1;4504,0;9,39;8,5;67,77
31/08/2024;0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01/09/2024;5592;5429;43,32;35,29;0;0,0;0,0;5429;0,0;0,0;0,0;0,0;0,0;0,0;0,0
02/09/2024;5168;5017;44,43;34,93;5027;42,13;33,35;5446;608,23;52,27;26,49;4458,0;11,19;6,82;69,18
03/09/2024;4858;4717;44,12;34,82;5020;42,23;33,31;5163;604,63;53,78;27,97;4455,0;9,48;5,52;67,7
04/09/2024;5363;5207;42,08;34,36;5029;41,02;33,07;5370;585,15;52,06;26,63;4483,0;11,08;7,12;69,55
05/09/2024;5499;5339;42,75;36,9;5030;41,27;34,29;5709;616,07;52,12;27,22;4453,0;8,76;6,45;66,2
06/09/2024;0;0;0,0;0,0;5736;40,96;34,34;0;747,06;52,33;26,79;5035,0;6,8;5,55;63,91
07/09/2024;0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
08/09/2024;5436;5278;39,46;36,07;0;0,0;0,0;5278;0,0;0,0;0,0;0,0;0,0;0,0;0,0
09/09/2024;4883;4741;42,96;34,34;5019;39,59;33,78;5019;642,19;51,66;26,25;4417,0;6,64;6,22;63,02
10/09/2024;5262;5109;40,93;35,58;5027;39,11;33,76;5128;620,92;51,59;26,52;4446,0;7,09;5,31;62,5
11/09/2024;5188;5037;42,96;34,98;5026;39,89;33,73;5165;626,72;51,26;26,79;4439,0;7,18;4,46;64,34
12/09/2024;5180;5029;40,31;35,45;5021;38,95;33,63;5194;641,25;52,41;26,85;4420,0;5,22;5,26;62,4
13/09/2024;0;0;0,0;0,0;5217;39,32;33,44;0;641,53;52,79;28,11;4617,0;5,23;6,25;61,44
14/09/2024;0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
15/09/2024;5382;5225;43,71;36,77;0;0,0;0,0;5225;0,0;0,0;0,0;0,0;0,0;0,0;0,0
16/09/2024;5000;4854;41,9;37,12;5026;41,09;34,83;5079;649,9;51,74;27,7;4416,0;5,85;5,84;61,96
17/09/2024;5127;4978;42,05;36,9;5029;40,93;34,97;5057;605,64;52,81;27,11;4463,0;9,13;6,95;66,8
18/09/2024;5022;4876;41,91;36,67;5021;40,24;34,99;4933;586,83;51,88;26,75;4473,0;9,82;9,26;69,27
19/09/2024;5118;4969;42,95;35,35;5022;40,56;34,71;4902;611,43;53,37;26,71;4450,0;8,96;7,77;68,07
20/09/2024;0;0;0,0;0,0;4926;40,72;34,22;0;624,34;52,99;28,33;4341,0;5,35;5,86;61,35
21/09/2024;0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
22/09/2024;5249;5096;41,93;36,01;0;0,0;0,0;5096;0,0;0,0;0,0;0,0;0,0;0,0;0,0
23/09/2024;5364;5208;42,39;35,95;5035;39,89;33,96;5304;626,02;52,06;26,82;4449,0;7,31;5,11;63,29
24/09/2024;5347;5191;43,83;35,98;5036;40,86;34,42;5495;598,7;53,63;27,78;4476,0;8,64;8,05;67,35
25/09/2024;4976;4831;40,18;36,64;5027;39,49;34,83;5326;648,31;52,05;27,47;4419,0;4,52;4,77;60,73
26/09/2024;5169;5018;44,52;37,36;5022;41,07;35,15;5344;613,75;52,54;27,41;4448,0;8,35;8,12;67,63
27/09/2024;0;0;0,0;0,0;5367;41,5;35,3;0;659,1;51,99;26,95;4750,0;9,26;7,08;67,64
28/09/2024;0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
29/09/2024;5586;5423;44,48;35,68;0;0,0;0,0;5423;0,0;0,0;0,0;0,0;0,0;0,0;0,0
30/09/2024;5400;5243;40,39;38,33;5026;40,51;35,52;5666;667,03;51,45;26,94;4400,0;5,33;6,07;62,31
01/10/2024;5363;5207;45,09;35,55;5027;41,56;34,46;5873;643,96;51,42;26,57;4423,0;8,48;4,99;63,64
02/10/2024;5197;5046;42,94;35,76;5024;42,01;34,52;5919;693,3;49,44;26,31;4372,0;6,44;2,42;60,62
03/10/2024;5360;5204;43,56;34,0;5018;41,76;33,57;6123;638,14;51,55;26,46;4420,0;9,04;4,81;65,6
04/10/2024;0;0;0,0;0,0;6164;41,23;33,25;0;788,35;53,09;27,47;5425,0;6,78;3,77;62,09
05/10/2024;0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
06/10/2024;4824;4683;43,72;34,98;0;0,0;0,0;4683;0,0;0,0;0,0;0,0;0,0;0,0;0,0
07/10/2024;5637;5473;42,5;35,11;5028;41,31;33,28;5156;605,5;53,81;27,99;4462,0;8,28;5,9;65,05
08/10/2024;5299;5145;41,44;35,32;5019;40,48;33,86;5301;623,94;51,93;26,98;4435,0;7,79;5,88;65,5
09/10/2024;5582;5419;43,08;35,99;5028;40,68;34,11;5720;597,75;51,74;26,11;4469,0;10,61;8,06;68,87
10/10/2024;5263;5110;41,55;36,84;5021;40,47;34,63;5830;643,79;51,81;27,03;4417,0;6,47;5,66;64,1
11/10/2024;0;0;0,0;0,0;5863;40,41;34,49;0;748,54;51,54;27,45;5161,0;5,96;6,04;63,43
12/10/2024;0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
13/10/2024;4947;4803;41,62;35,1;0;0,0;0,0;4803;0,0;0,0;0,0;0,0;0,0;0,0;0,0
14/10/2024;5404;5247;41,82;34,91;5024;39,93;33,43;5050;615,95;53,58;26,88;4448,0;7,65;5,84;64,81
15/10/2024;5413;5255;41,99;34,23;5026;40,11;33,08;5305;678,53;51,3;26,88;4389,0;4,27;3,73;58,94
16/10/2024;5148;4998;44,35;34,66;5022;41,37;33,15;5303;607,31;51,38;27,72;4454,0;8,74;4,77;65,29
17/10/2024;5238;5085;42,85;35,65;5027;40,85;33,66;5388;630,48;51,91;26,73;4436,0;8,13;5,4;64,87
18/10/2024;0;0;0,0;0,0;5412;40,98;33,46;0;672,0;52,5;27,61;4783,0;7,4;4,56;63,85
19/10/2024;0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
20/10/2024;5524;5363;44,07;35,49;0;0,0;0,0;5363;0,0;0,0;0,0;0,0;0,0;0,0;0,0
21/10/2024;5184;5033;42,32;34,88;5028;41,53;33,59;5396;675,39;49,3;26,36;4394,0;6,89;3,68;61,62
22/10/2024;5171;5020;41,42;34,8;5026;40,62;33,39;5416;634,33;53,67;27,59;4432,0;6,41;3,84;61,98
23/10/2024;5486;5326;38,41;32,81;5024;38,27;32,29;5742;610,18;52,71;28,2;4453,0;4,46;4,78;61,19
24/10/2024;4412;4283;42,56;36,32;5027;39,58;33,34;5025;581,58;53,19;26,93;4484,0;9,25;7,32;66,98
25/10/2024;0;0;0,0;0,0;5048;39,69;33,14;0;616,65;53,34;26,99;4471,0;7,45;6,49;64,58
26/10/2024;0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
27/10/2024;5653;5488;41,65;37,23;0;0,0;0,0;5488;0,0;0,0;0,0;0,0;0,0;0,0;0,0
28/10/2024;5447;5288;41,78;37,38;5028;39,67;35,67;5776;597,17;53,91;28,08;4470,0;7,0;8,8;66,16
29/10/2024;4796;4656;42,95;35,78;5022;40,5;34,92;5432;625,26;51,94;26,61;4436,0;8,17;7,16;66,25
30/10/2024;5169;5018;43,04;35,11;5026;41,0;34,28;5450;638,7;49,8;25,98;4427,0;8,86;5,16;65,28
31/10/2024;5171;5020;41,99;35,44;5026;40,37;34,02;5470;652,34;50,77;26,47;4414,0;6,71;4,39;61,75
01/11/2024;0;0;0,0;0,0;5499;40,52;33,81;0;656,22;53,9;27,44;4886,0;8,58;6,78;65,84
02/11/2024;0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
03/11/2024;5298;5144;43,21;36,12;0;0,0;0,0;5144;0,0;0,0;0,0;0,0;0,0;0,0;0,0
04/11/2024;6082;5905;42,01;36,52;5022;40,86;34,72;6049;632,85;51,24;27,2;4429,0;7,32;6,47;66,64
05/11/2024;5424;5266;43,94;36,17;5029;41,38;34,73;6315;643,5;50,9;26,96;4426,0;7,67;6,45;65,04
06/11/2024;4997;4851;43,18;36,83;5023;40,93;34,94;6166;609,59;51,35;27,66;4453,0;8,17;8,0;66,6
07/11/2024;5427;5269;42,56;37,09;5018;41,04;34,99;6435;604,94;50,19;26,55;4452,0;10,09;8,85;69,58
08/11/2024;0;0;0,0;0,0;6467;40,72;35,05;0;816,86;52,04;27,4;5702,0;6,84;5,91;63,11
09/11/2024;0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
10/11/2024;5072;4924;42,67;36,97;0;0,0;0,0;4924;0,0;0,0;0,0;0,0;0,0;0,0;0,0
11/11/2024;5664;5499;38,8;36,15;5025;39,04;34,78;5423;629,37;51,12;26,59;4435,0;6,4;7,4;65,24
12/11/2024;4935;4791;41,35;34,14;5024;39,23;33,48;5214;617,87;52,36;27,0;4446,0;6,65;6,78;64,95
13/11/2024;5369;5213;41,7;36,17;5024;39,72;34,14;5427;643,37;52,1;26,75;4421,0;6,1;4,6;62,38
14/11/2024;5646;5482;43,54;36,69;5024;40,81;34,9;5909;636,94;51,22;26,2;4427,0;8,46;4,99;64,5
15/11/2024;0;0;0,0;0,0;5932;40,06;34,78;0;719,92;53,06;27,46;5259,0;7,49;7,03;66,09
16/11/2024;0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
17/11/2024;5184;5033;42,07;35,9;0;0,0;0,0;5033;0,0;0,0;0,0;0,0;0,0;0,0;0,0
18/11/2024;5259;5106;43,84;33,22;5024;41,03;32,8;5139;641,28;51,13;26,28;4423,0;8,35;4,26;63,25
19/11/2024;4928;4784;42,15;34,76;5031;40,34;32,83;4923;650,53;51,75;26,17;4421,0;7,24;3,52;61,96
20/11/2024;4983;4838;42,48;35,95;5023;40,61;33,84;4761;592,0;52,21;26,77;4470,0;9,95;6,56;65,67
21/11/2024;5345;5189;44,81;34,8;5010;42,15;33,3;4950;659,72;49,86;25,63;4391,0;9,31;2,5;62,34
22/11/2024;0;0;0,0;0,0;4970;41,95;33,62;0;600,21;51,76;27,31;4409,0;9,9;7,49;68,47
23/11/2024;0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
24/11/2024;5059;4912;40,39;34,43;0;0,0;0,0;4912;0,0;0,0;0,0;0,0;0,0;0,0;0,0
25/11/2024;4846;4705;46,23;34,94;5022;41,48;33,11;4617;612,34;52,33;27,38;4449,0;8,89;5,55;64,3
26/11/2024;4684;4548;44,61;36,33;5022;42,02;33,99;4165;667,49;50,75;27,54;4395,0;6,09;3,3;60,72
27/11/2024;5630;5466;44,34;35,95;5019;41,71;34,34;4631;647,48;50,73;26,26;4412,0;8,78;5,85;65,43
28/11/2024;5312;5157;41,58;37,59;5022;40,87;35,18;4788;607,16;51,57;26,69;4454,0;9,46;7,79;68,28
29/11/2024;0;0;0,0;0,0;4813;40,66;35,25;0;611,6;52,8;28,37;4240,0;5,1;7,22;63,3
30/11/2024;0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01/12/2024;5631;5467;41,61;35,55;0;0,0;0,0;5467;0,0;0,0;0,0;0,0;0,0;0,0;0,0
02/12/2024;5002;4856;44,23;35,8;5023;40,91;34,04;5323;649,13;50,29;26,22;4414,0;7,85;5,52;65,56
03/12/2024;4521;4389;42,59;36,73;5027;40,63;34,62;4712;652,65;51,39;26,74;4415,0;6,61;4,75;62,92
04/12/2024;4194;4072;41,54;34,97;5020;40,65;33,82;3784;611,63;52,52;26,91;4448,0;8,78;6,49;66,66
05/12/2024;5312;5157;42,12;37,27;5027;40,14;34,56;3941;627,56;52,5;27,61;4439,0;6,25;6,1;63,39
06/12/2024;0;0;0,0;0,0;3959;40,29;35,27;0;477,17;52,29;27,55;3513,0;7,78;8,53;69,23
07/12/2024;0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
08/12/2024;5489;5329;42,52;34,96;0;0,0;0,0;5329;0,0;0,0;0,0;0,0;0,0;0,0;0,0
09/12/2024;5314;5159;43,82;37,03;5019;41,31;34,29;5488;587,59;52,26;25,91;4470,0;12,2;8,26;71,14
10/12/2024;5430;5272;43,5;35,16;5032;41,28;33,84;5760;579,47;53,13;26,74;4491,0;11,58;8,24;70,25
11/12/2024;5557;5395;42,47;36,21;5022;40,92;34,18;6155;597,73;54,47;27,06;4463,0;9,46;7,69;67,27
12/12/2024;4852;4711;41,43;34,59;5024;40,4;33,67;5866;628,89;50,94;26,59;4435,0;7,97;5,94;64,63
13/12/2024;0;0;0,0;0,0;5892;40,45;33,87;0;728,47;51,52;28,29;5210,0;6,01;5,61;63,42
14/12/2024;0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
15/12/2024;4980;4835;45,09;35,92;0;0,0;0,0;4835;0,0;0,0;0,0;0,0;0,0;0,0;0,0
16/12/2024;5574;5412;41,85;34,98;5026;41,72;33,62;5247;652,0;49,35;25,71;4414,0;9,36;3,53;64,01
17/12/2024;4620;4485;43,55;35,45;5028;41,46;33,76;4732;610,67;51,56;26,71;4457,0;10,03;7,16;68,14
18/12/2024;4976;4831;42,15;34,64;5032;40,88;33,42;4563;665,86;51,47;26,78;4407,0;6,07;2,26;59,07
19/12/2024;5024;4878;42,4;34,7;5023;40,63;33,2;4441;586,37;52,84;27,09;4475,0;9,95;8,09;67,72
20/12/2024;0;0;0,0;0,0;4464;40,68;33,15;0;575,83;50,07;26,39;3924,0;7,39;2,53;61,47
21/12/2024;0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
22/12/2024;5471;5312;42,13;35,61;0;0,0;0,0;5312;0,0;0,0;0,0;0,0;0,0;0,0;0,0
23/12/2024;5076;4928;43,22;37,69;5027;40,74;35,21;5240;651,66;52,78;27,72;4416,0;5,34;6,51;64,33
24/12/2024;5359;5203;41,26;35,73;5027;40,09;34,33;5443;645,56;51,64;27,02;4422,0;6,04;4,93;62,43
25/12/2024;4951;4807;41,15;35,61;5023;39,77;34,4;5250;589,05;53,97;27,54;4473,0;8,2;7,76;67,28
26/12/2024;5619;5455;40,22;34,52;5033;38,88;33,66;5705;583,47;52,16;27,03;4488,0;8,3;8,1;66,14
27/12/2024;0;0;0,0;0,0;5737;38,96;33,93;0;749,6;51,41;26,15;5034,0;5,38;3,86;61,03
28/12/2024;0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
