fecha;receta;litros_past;kg_cuba;est_cuba;mg_cuba;mp_cuba;lactosa_cuba;ph_cuajado;ph_inicio_moldeo_cuba;ph_final_moldeo_cuba;formato;ph_inicio_moldeo_queso;ph_inicio_desmoldeo_queso;ph_fin_desmoldeo_queso;mg_salida_salmuera;ph_salida_salmuera;est_salida_salmuera;peso_queso_total;sal_queso;est_kg_entrada;mg_kg_entrada;coef_recup_mp;coef_recup_mg;mp_kg_recuperado;mg_kg_recuperado;est_kg_recuperado;kg_queso_por_mg;kg_queso_por_est;kg_queso_estimado
2022-03-10;iqm sin lactosa;9490;10153,85;12,41;4,76;3,78;3,87;6,54;6,4;6,36;500 g;6,37;;;29,92;5,98;54,97;1439,0;1,79;1177,7089999999998;451,724;0,9561008990045902;0,9576773947039717;366,9663732849233;462,86776043663036;445,5571722849233;1547,0179158978287;810,5460656447577;810,5460656447577
2022-03-10;cabra mini;9520;9749,66;12,22;4,69;3,24;4,29;6,56;6,45;6,35;500 g;6,32;5,47;5,2;30,46;5,58;55,5;4347,0;1,6;1163,344;446,48800000000006;0,9439476122625621;0,9459488475150719;298,18265218684667;432,5436751471321;381,8347349868467;1420,0383294390417;687,9905134898138;687,9905134898138
2022-03-10;iqm  barra 3 kg;10020;10403,67;13,600000000000001;5,23;4,16;4,21;6,54;6,4;6,15;barra;6,42;5,25;4,82;31,28;5,53;57,72;4632,0;1,37;1362,72;524,046;;;;;;;;
2022-03-10;cabra mini;8720;9359,2;13,189999999999998;5,06;3,5;4,63;6,53;6,38;6,2;500 g;6,2;5,45;;31,52;5,47;57,5;4814,0;1,47;1150,1679999999997;441,23199999999997;0,9439356000211873;0,945289846190387;309,2068723701404;447,66613046033257;395,8730643701404;1420,2605661812581;688,474894556766;688,474894556766
2022-03-10;madurado mini;8520;8673,36;11,83;4,37;3,46;4,0;6,61;6,4;6,22;500 g;6,29;5,42;5,08;;;;3695,0;;1007,916;372,324;0,9761721994823888;0,9760749209042991;292,947574620349;369,9576089900862;362,334454620349;;;
2022-03-11;oveja do barra 4,2 kg;11030;11901,93;16,44;6,81;5,26;4,37;6,5;6,42;6,36;barra;6,4;5,9;5,47;32,54;5,25;60,31;4468,0;1,12;1813,332;751,143;0,9309298873291761;0,9297279334561599;582,8007598151264;753,5644169250154;686,8236280151265;2315,809517286464;1138,8221323414466;1138,8221323414466
2022-03-11;oveja do 3 kg;12030;12574,71;16,41;6,79;5,26;4,36;6,51;6,46;6,4;3 kg;6,4;5,6;5,17;33,47;5,22;60,8;9256,0;1,25;1974,1229999999998;816,837;0,8937527579844513;0,8925740458570688;591,154659700455;762,1000790741773;700,806130900455;2276,964682026224;1152,641662665222;1152,641662665222
2022-03-11;oveja normal barra 4,2 kg;9530;10096,48;15,329999999999998;6,18;4,86;4,29;6,54;6,46;6,4;barra;6,4;5,85;5,49;30,57;5,21;57,75;3296,0;1,55;1460,9489999999998;588,954;0,9782963240053018;0,9780301627529928;480,03917449250224;610,2541102176784;566,6669728925023;1996,2515872348001;981,2415115021684;981,2415115021684
2022-03-11;tierno barra 4,2 kg;13530;14050,05;12,75;4,68;3,7;4,37;6,55;6,34;6,22;barra;6,25;5,35;5,09;30,86;5,32;58,1;9286,0;1,22;1725,075;633,204;0,917956800378855;0,9168869150511316;477,20154089702845;602,8919676381023;599,9989778970285;1953,6356695985169;1032,7004783081386;1032,7004783081386
2022-03-11;iqm+ 3 kg;12530;13061,1;13,61;5,14;4,13;4,34;6,53;6,43;6,37;3 kg;6,3;5,4;5,18;30,02;5,37;56,08;4491,0;1,39;1705,3329999999999;644,0419999999999;0,9711411787238426;0,9713280866869631;523,8563056414582;652,0919222335926;637,2266536414583;2172,1916130366176;1136,281479389191;1136,281479389191
2022-03-11;iqm+ 3 kg;12030;12599,03;14,0;5,3;4,24;4,46;6,53;6,42;6,35;3 kg;6,29;;;30,89;5,36;57,99;1282,0;1,0;1684,2;637,59;0,972778734965683;0,9709162746611012;519,6573029242549;648,327973413003;632,0406505242548;2098,8280136387275;1089,913175589334;1089,913175589334
2022-03-11;iqm+ barra 4,2 kg;13090;13774,38;14,029999999999998;5,3;4,26;4,47;6,52;6,44;6,35;barra;6,35;5,65;5,38;;;;4877,0;;1836,5269999999998;693,77;0,9247660407616207;0,9250988184106689;542,6421592888618;675,361121103996;665,7851164888618;;;
2022-03-11;wasabi 3 kg;13530;14030,82;13,72;5,35;4,04;4,33;6,51;6,41;6,36;3 kg;6,35;5,68;5,28;29,87;5,31;55,45;18177,0;1,57;1856,316;723,855;0,9060317058885089;0,9056344830980445;513,5796582964301;679,8135013705811;635,0865594964301;2275,907269402682;1145,3319377753473;1145,3319377753473
2022-03-11;cabra barra 4,2 kg;10830;11626,83;12,31;4,61;3,37;4,33;6,53;6,45;6,35;barra;6,32;5,5;5,2;30,59;5,39;56,36;4615,0;1,39;1333,1730000000002;499,26300000000003;0,9084650929897852;0,9097274886992738;355,9585819431605;487,61108012767863;456,6469297431605;1594,0211838106525;810,2323096933295;810,2323096933295
2022-03-11;iqm+ barra 4,2 kg;12530;12770,78;13,799999999999999;5,27;4,18;4,35;6,54;6,41;6,25;barra;1815,0;5,57;5,3;30,18;5,34;56,16;13643,0;1,27;1729,14;660,3309999999999;0,922616623134371;0,9238282357735516;492,509917788784;621,7549771661086;603,615703788784;2060,155656614011;1074,8142873731908;1074,8142873731908
2022-03-11;madurado barra 4,2 kg;11530;11697,68;12,43;4,63;3,64;4,16;6,52;6,36;6,26;barra;6,26;5,3;5,17;31,62;5,37;57,42;3360,0;1,16;1433,1789999999999;533,839;0,9588905135090849;0,9619419616011479;408,2913155071643;520,9902520612104;505,61601310716435;1647,6605062024362;880,5573199358487;880,5573199358487
2022-03-14;light mini;10020;10853,14;10,940000000000001;2,6;3,55;4,79;6,54;6,4;6,3;500 g;6,35;5,64;5,31;;;;7382,0;;1096,188;260,52;0,9427443907170954;0,9431989258014715;363,2266584116904;266,1534197288976;467,1997396116904;;;
2022-03-14;iqm  mini;9020;9417,42;13,030000000000001;4,98;3,94;4,11;6,54;6,4;6,34;500 g;6,4;5,58;5,24;30,56;5,61;56,36;4547,0;1,34;1175,306;449,1960000000001;;;;;;;;
2022-03-14;tierno barra 3 kg;8520;8968,17;13,23;4,91;3,82;4,5;6,53;6,33;6,21;barra;6,28;5,35;5,13;31,82;5,4;57,62;18426,0;1,56;1127,1960000000001;418,33200000000005;0,9329186460164998;0,9319818217289405;319,60308912126925;410,3862164359843;400,31661912126924;1289,7115538528733;694,7528967741571;694,7528967741571
2022-03-14;tierno pequeño;8520;8921,97;12,829999999999998;4,76;3,68;4,39;6,53;6,32;;1 kg;6,16;5,41;5,12;;;;4549,0;;1093,116;405,55199999999996;0,9623665588851406;0,9642313482422149;315,97236487945366;409,4953345148458;394,30726147945364;;;
2022-03-14;oveja do 3 kg;12530;13352,99;15,96;6,59;5,09;4,28;6,5;6,45;;3 kg;6,42;5,7;5,17;;;;15778,0;;1999,7880000000002;825,727;0,8939982482428406;0,894050358530969;607,6212781421322;786,7303782496932;721,9228725421322;;;
2022-03-14;iqm  pequeño;9700;10421,12;13,43;5,14;4,07;4,22;6,51;6,47;6,41;1 kg;6,36;5,65;5,45;30,45;5,62;55,0;10681,0;1,88;1302,71;498,58;;;;;;;;
2022-03-14;tierno 3 kg;12030;13247,23;13,329999999999998;4,95;3,82;4,56;6,51;6,35;6,26;3 kg;6,24;5,15;5,05;31,74;5,29;57,77;6900,0;0,82;1603,5989999999997;595,485;0,8968443901488216;0,8969390765680106;453,8428893815268;588,1569330425604;574,6576269815268;1853,046417903467;994,7336454587621;994,7336454587621
2022-03-14;wasabi 3 kg;13030;13832,65;13,51;5,35;3,99;4,17;6,5;6,45;6,38;3 kg;6,39;5,43;5,2;30,48;5,44;56,41;6887,0;1,2;1760,3529999999998;697,105;0,9061162836726253;0,9067176721795164;500,1061775126312;671,0134891319582;615,4704785126312;2201,487825236083;1091,0662622099474;1091,0662622099474
2022-03-15;light barra 4,2 kg;15030;16431,8;10,940000000000001;2,55;3,53;4,86;6,53;6,45;6,39;barra;6,35;5,51;5,21;;;;11734,0;;1644,2820000000002;383,265;0,9120272672798813;0,9111272496656525;529,0146126622811;381,77224889692974;688,7317086622811;;;
2022-03-15;oveja do 3 kg;10830;11415,4;16,23;6,62;5,2;4,41;6,55;6,5;6,46;3 kg;6,45;5,58;5,28;;;;6242,0;;1757,7089999999998;716,946;0,8947056129802394;0,8933131859627815;531,0979676295606;675,0763101092173;631,7817956295605;;;
2022-03-15;tierno barra 4,2 kg;14030;14546,27;12,280000000000001;4,51;3,56;4,21;6,58;6,42;6,08;barra;6,2;5,19;5,12;31,67;5,44;58,54;9904,0;1,06;1722,8840000000002;632,7529999999999;0,9180798986961807;0,9177042464137539;475,4251159330596;602,0477360564929;597,9047093330596;1901,0032714129866;1021,3609657209764;1021,3609657209764
2022-03-15;iqm + barra 4,2 sin lactosa;15030;15397,16;13,469999999999999;5,12;4,05;4,3;6,55;6,36;;barra;6,3;5,46;5,32;30,63;5,41;57,81;2414,3;1,13;2024,5409999999997;769,5360000000001;;;;;;;;
2022-03-15;iqm+ barra 4,2 kg;10750;11295,61;13,39;5,06;4,04;4,29;6,54;6,36;6,23;barra;6,35;5,61;5,34;29,76;5,37;56,03;3425,3;1,26;1439,425;543,9499999999999;0,9248072594593099;0,9244878294034843;422,02898997205546;528,3982909168275;518,9453237720554;1775,5318915215976;926,1919039301364;926,1919039301364
2022-03-15;madurado 3 kg;9910;10383,15;13,1;4,74;3,76;4,6;6,48;6,3;6,12;3 kg;6,34;5,09;4,8;31,33;5,16;58,84;23469,0;1,16;1298,21;469,73400000000004;0,9217339852294585;0,9225800311870354;359,8508838004454;454,0581967288522;455,37586380044536;1449,2760827604604;773,922270225094;773,922270225094
2022-03-15;madurado barra 4,2 kg;10030;11037,33;13,09;4,74;3,75;4,6;6,51;6,41;6,35;barra;6,3;5,45;5,31;30,34;5,3;56,64;2864,0;1,39;1312,9270000000001;475,422;0,9585906056794503;0,9607941378502611;396,76053186689876;502,6581329759922;498,30396786689874;1656,7506030850107;879,7739545672647;879,7739545672647
2022-03-15;iqm+ 3 kg;13530;14172,37;12,950000000000001;4,89;3,91;4,15;6,52;6,45;6,37;3 kg;6,37;5,62;5,35;29,49;5,32;55,8;8297,0;1,46;1752,135;661,617;0,9718060569126129;0,9715585112751605;538,5162847661384;673,3181195537524;656,1469557661384;2283,2082724779666;1175,890601731431;1175,890601731431
2022-03-15;wasabi barra 4,2 kg;12010;12495,36;13,54;5,34;3,98;4,22;6,51;6,43;6,35;barra;6,38;5,85;5,58;;;;6183,0;;1626,154;641,3340000000001;0,926476483666777;0,9272957635088234;460,7509563590299;618,7401605070404;566,2117947590299;;;
2022-03-15;oveja normal barra 4,2 kg;13830;14279,2;15,23;6,08;4,84;4,31;6,57;6,5;6,46;barra;6,37;5,76;5,27;30,82;5,41;58,02;2540,0;1,44;2106,3089999999997;840,8639999999999;0,9774742608071008;0,9782281688228124;675,5454425019709;849,273592629886;798,632146501971;2755,5924485070927;1376,47732937258;1376,47732937258
2022-03-17;tierno mini;9020;8915,32;13,04;4,75;3,75;4,54;6,55;6,35;6,2;500 g;6,27;5,38;5,12;;;;7285,0;;1176,2079999999999;428,45;0,9389800771376948;0,9387565194705865;313,9240447990212;397,54245172540914;394,8751503990212;;;
2022-03-17;tierno barra 3 kg;9020;9102,43;12,69;4,63;3,64;4,42;6,57;6,35;6,2;barra;6,3;5,46;5,12;30,08;5,48;57,07;21674,0;1,18;1144,638;417,626;0,9329335597986228;0,9332636070067218;309,10743218692716;393,3169560953028;389,57291338692715;1307,5696678700228;682,6229426790383;682,6229426790383
2022-03-17;cabra mini;9620;9227,8;12,2;4,56;3,29;4,35;6,53;6,4;;500 g;6,24;5,14;5,0;30,48;5,43;57,47;9021,0;1,14;1173,64;438,67199999999997;0,9461734252017877;0,9440361783760585;287,2531614782352;397,2387933349278;367,5350214782352;1303,2768810201042;639,5250069222816;639,5250069222816
2022-03-17;tierno barra 3 kg;9520;9633,75;12,549999999999999;4,58;3,62;4,35;6,51;6,37;6,24;barra;6,28;5,28;5,01;29,58;5,35;56,87;1171,0;1,93;1194,7599999999998;436,01599999999996;0,9319545770065578;0,9331164324765165;325,01147010577677;411,71499775677535;408,82509510577677;1391,8694988396733;718,8765519707698;718,8765519707698
2022-03-17;iqm  mini;9910;10040,77;13,17;5,13;4,03;4,01;6,54;6,44;;500 g;6,21;5,33;5,21;30,44;5,46;56,56;7376,0;1,46;1305,147;508,383;;;;;;;;
2022-03-18;tierno barra 4,2 kg;13530;13522,32;12,39;4,53;3,58;4,28;6,54;6,38;6,2;barra;6,1;5,22;5,0;29,65;5,41;56,2;13656,0;0,93;1676,3670000000002;612,909;0,9169901586137413;0,9187068361901554;443,9140701462024;562,764066479334;559,6651293462024;1898,0238329825768;995,8454258829224;995,8454258829224
2022-03-18;oveja do 3 kg;11530;12009,75;15,629999999999999;6,31;5,1;4,22;6,56;6,46;6,4;3 kg;6,42;5,8;5,21;;;;17830,0;;1802,139;727,5429999999999;0,8933437565833663;0,8945995995183464;547,1705942119812;677,9411967939055;648,5328842119812;;;
2022-03-18;light barra 4,2 kg;13830;14552,68;11,059999999999999;2,62;3,55;4,89;6,55;6,47;6,43;barra;;5,63;5,28;19,84;5,53;51,1;13045,0;1,72;1529,598;362,346;0,9122929713947864;0,9126507529453876;471,30892260299055;347,97567621558;613,6341330029906;1753,9096583446574;1200,849575348318;1200,849575348318
2022-03-18;tierno 3 kg;12530;12976,7;12,56;4,68;3,65;4,23;6,55;6,36;6,25;3 kg;6,3;5,09;5,0;31,95;5,47;58,28;15442,0;1,5;1573,7680000000003;586,404;0,897919412143842;0,8964551876439918;425,29912549819534;544,4258055677901;535,0820074981954;1703,9931316675747;918,1228680476928;918,1228680476928
2022-03-18;iqm + barra 4,2 sin lactosa;14530;14642,42;12,989999999999998;5,1;3,87;4,02;6,57;6,47;6,42;barra;6,36;5,36;5,25;;;;2250,0;;1887,447;741,03;;;;;;;;
2022-03-18;iqm+ barra 4,2 kg;13030;13692,17;13,870000000000001;5,4;4,17;4,3;6,58;6,42;;barra;6,24;5,24;5,12;31,73;5,36;57,94;8074,0;1,01;1807,261;703,62;0,9245443359218949;0,9244663823300902;527,8810597731531;683,5293467720239;645,6337217731531;2154,2053160164637;1114,314328224289;1114,314328224289
2022-03-18;wasabi 3 kg;12530;12888,82;13,739999999999998;5,35;4,0;4,39;6,52;6,42;6,35;3 kg;6,44;5,77;5,54;30,99;5,71;56,06;12255,0;1,48;1721,6219999999998;670,355;0,9053752702505975;0,906973579011371;466,7687556284522;625,4053274478836;579,9325952284522;2018,087536133861;1034,4855426836466;1034,4855426836466
2022-03-18;oveja normal barra 4,2 kg;7710;7854,5;14,530000000000001;6,16;4,5;3,87;6,58;6,48;6,42;barra;6,44;5,7;5,3;31,11;5,43;55,39;2933,0;1,71;1120,263;474,936;0,9789376162598628;0,9784325572088445;346,00794781108914;473,4020688687671;406,80177781108915;1521,7038536443818;734,4318068443566;734,4318068443566
2022-03-21;tierno pequeño;9030;9440,2;12,0;4,42;3,46;4,12;6,54;6,46;6,35;1 kg;6,29;5,64;5,18;31,29;5,57;58,46;3749,0;1,58;1083,6;399,126;0,9626745462754771;0,9628849686747829;314,4392727105417;401,77033931273894;392,2265207105417;1284,021538231828;670,9314415164928;670,9314415164928
2022-03-21;oveja do 3 kg;12000;12000,0;15,48;6,28;4,95;4,25;6,54;6,41;6,36;3 kg;6,45;5,32;5,2;29,59;5,6;56,57;15627,0;2,06;1857,6;753,6;0,8939220770725399;0,8931167898208625;530,9897137810887;673,052812809002;632,9897137810887;2274,5955147313352;1118,9494675288822;1118,9494675288822
2022-03-21;iqm  pequeño;9000;9000,0;12,899999999999999;4,93;3,88;4,09;6,51;6,41;6,3;1 kg;6,32;5,5;5,26;29,93;5,4;55,43;8585,0;1,82;1160,9999999999998;443,7;;;;;;;;
2022-03-21;wasabi 3 kg;13030;13150,55;13,72;5,32;3,98;4,42;6,5;6,41;6,36;3 kg;6,36;5,75;5,48;31,11;5,32;57,28;26638,0;1,58;1787,7160000000001;693,196;0,9058720049857182;0,9061740859753039;474,1260607875644;633,9677817203589;590,3769227875644;2037,8263636141398;1030,6859685537088;1030,6859685537088
2022-03-21;tierno barra 3 kg;8520;8628,62;12,100000000000001;4,45;3,49;4,16;6,55;6,38;6,23;barra;6,2;5,27;4,99;31,45;5,56;57,27;10728,0;2,02;1030,92;379,14;0,9337548276736924;0,9332932254395151;281,189843782546;358,35995029469;352,97996218254605;1139,4593014139587;616,3435693775905;616,3435693775905
2022-03-22;tierno mini;8030;7777,44;12,62;4,76;3,6;4,26;6,51;6,37;6,28;500 g;6,3;5,62;5,23;31,74;5,52;57,24;4559,0;0,69;1013,386;382,22799999999995;0,9387496101368642;0,9383926835810565;262,83847564306274;347,39873694635503;329,1022644430627;1094,5139790370356;574,9515451486071;574,9515451486071
2022-03-22;tierno barra 3 kg;8530;8801,06;12,509999999999998;4,59;3,61;4,31;6,53;6,37;6,25;barra;6,3;5,4;5,02;30,14;5,44;56,75;10976,0;0,91;1067,1029999999998;391,527;0,9331315528999928;0,9337619998908219;296,47293893727294;377,2105782522434;372,33807613727294;1251,5281295694872;656,1023368057673;656,1023368057673
2022-03-22;light mini;10520;10314,78;10,120000000000001;2,47;3,36;4,29;6,6;6,47;6,41;500 g;6,38;5,69;5,37;;;;5088,0;;1064,624;259,844;0,9429674958399233;0,9427759757562153;326,81047616245473;240,1958114465042;415,31128856245476;;;
2022-03-22;cabra mini;10020;9910,97;12,0;4,51;3,17;4,32;6,55;6,38;6,2;500 g;6,29;5,3;5,19;29,94;5,47;56,5;7592,0;1,16;1202,4;451,902;0,9459062852291811;0,9444981700970556;297,182707458256;422,1762756027953;382,81348825825603;1410,0744008109396;677,5459969172674;677,5459969172674
2022-03-22;iqm  barra 3 kg;8220;8532,78;12,959999999999999;4,88;3,9;4,18;6,5;6,44;6,37;barra;6,38;5,73;5,43;31,05;5,45;56,71;12215,0;1,35;1065,312;401,13599999999997;;;;;;;;
2022-03-22;iqm  mini;8520;8293,58;12,759999999999998;4,8;3,83;4,13;6,52;6,47;6,38;500 g;6,45;5,7;5,4;30,45;5,32;56,62;7983,0;1,41;1087,1519999999998;408,96;;;;;;;;
2022-03-22;wasabi mini;8020;8169,43;12,580000000000002;4,9;3,79;3,89;6,53;6,45;;500 g;6,42;5,8;5,34;28,73;5,56;54,89;5206,0;1,37;1008,9160000000002;392,98;0,9518068861377393;0,9501336171908414;294,6997777601868;380,3404537380814;358,2579431601868;1323,8442524820098;652,6834453637945;652,6834453637945
2022-03-23;oveja do 3 kg;12530;12786,8;15,59;6,36;4,97;4,26;6,53;6,44;6,39;3 kg;6,4;5,6;5,32;;;;7051,0;;1953,4270000000001;796,908;0,8931872820634631;0,8936530565064882;567,6240547729677;726,7548406268036;676,5675907729677;;;
2022-03-23;iqm+ barra 4,2 kg;12530;12923,67;13,32;5,08;3,99;4,25;6,51;6,39;6,29;barra;6,31;5,72;5,5;31,77;5,32;57,53;10021,0;1,02;1668,996;636,524;0,9240695967442791;0,9238340466846371;476,50058396170994;606,5177787891356;586,3517789617099;1909,0896405071944;1019,2104623009036;1019,2104623009036
2022-03-23;madurado 3 kg;12530;12573,14;12,330000000000002;4,49;3,54;4,3;6,46;6,37;6,2;3 kg;6,35;5,15;4,98;31,89;5,29;57,36;25000,0;1,2;1544,9490000000003;562,5970000000001;0,9219815349095324;0,9210791586670666;410,3639832204683;519,9804888638456;518,4929872204683;1630,5440227778163;903,9278019882642;903,9278019882642
2022-03-23;madurado barra 4,2 kg;10820;11517,97;12,29;4,48;3,53;4,28;6,47;6,3;6,15;barra;6,3;5,4;5,24;32,13;5,2;58,58;2786,0;1,36;1329,7779999999998;484,73600000000005;0,9589621783802735;0,961702824239485;389,89900534066794;496,2435196770537;488,4928285406679;1544,4865224931643;833,8901135893956;833,8901135893956
2022-03-23;cabra barra 4,2 kg;10830;10988,78;11,29;4,18;3,04;4,07;6,55;6,44;6,37;barra;6,44;5,62;5,3;32,27;5,48;58,22;5575,0;1,18;1222,7069999999999;452,69399999999996;0,908409978444028;0,9094211069656967;303,46244904895553;417,7253101213449;392,9111182489556;1294,4695076583353;674,8730990191611;674,8730990191611
2022-03-23;wasabi barra 4,2 kg;11530;11658,28;13,23;5,13;3,91;4,19;6,51;6,4;;barra;6,45;5,75;5,43;;;;11519,0;;1525,4189999999999;591,489;0,9269128366560128;0,9273837271056239;422,5227869664054;554,6401668075008;520,2191733664055;;;
2022-03-23;oveja normal barra 4,2 kg;10530;10775,91;14,04;5,46;4,42;4,16;6,5;6,44;6,39;barra;6,52;5,9;5,54;;;;3876,0;;1478,4119999999998;574,938;0,9773022294654344;0,9780663035551543;465,484382344334;575,459673578409;555,139953544334;;;
2022-03-25;tierno barra 4,2 kg;12030;12575,13;12,57;4,6;3,66;4,31;6,52;6,42;6,38;barra;6,35;5,72;5,43;30,73;5,37;57,11;12289,0;1,27;1512,171;553,3799999999999;0,9183927433239845;0,919033045089445;422,69003786381995;531,6201607495991;531,0876584638199;1729,9712357617932;929,9381167288041;929,9381167288041
2022-03-25;oveja do 3 kg;12530;13002,59;15,55;6,41;4,95;4,19;6,51;6,44;6,4;3 kg;6,4;5,9;5,45;;;;15020,0;;1948,415;803,173;0,8944072512849367;0,8942100121625054;575,6657336835077;745,293658987025;684,6274378835077;;;
2022-03-25;vaca barra 4,2 kg;13230;13011,79;12,370000000000001;4,83;3,84;3,7;6,57;6,47;6,42;barra;6,37;5,8;5,51;31,63;5,48;57,1;1867,0;1,32;1636,5510000000002;639,009;0,9694563730336764;0,9673111690184175;484,39152921891304;607,9255251430401;580,6787752189131;1921,990278669112;1016,9505695602679;1016,9505695602679
2022-03-25;iqm+ barra 4,2 kg;12030;12296,98;13,33;5,12;4,04;4,17;6,52;6,42;6,36;barra;6,35;5,62;5,35;30,62;5,3;56,21;21684,0;1,02;1603,599;615,936;0,924046269695844;0,9253434930794078;459,0643312999858;582,6012378894139;561,6211444999858;1902,682030990901;999,148095534577;999,148095534577
2022-03-25;iqm+ 3 kg;11030;11386,76;13,46;5,18;4,07;4,21;6,52;6,39;6,33;3 kg;6,31;5,6;5,4;;;;8382,0;;1484,6380000000001;571,3539999999999;0,9712533727611062;0,9718913079061892;450,1187625312251;573,2547009852789;545,9952817312251;;;
2022-03-25;cabra barra 4,2 kg;12530;12883,23;12,32;4,52;3,32;4,48;6,53;6,42;6,35;barra;6,32;5,64;5,4;30,95;5,43;56,88;6598,0;1,08;1543,6960000000001;566,3559999999999;0,9089993891874557;0,9092259717272735;388,80016026528193;529,4622826712654;504,23390106528194;1710,7020441721013;886,4871678362904;886,4871678362904
2022-03-25;wasabi 3 kg;13030;13442,58;14,33;5,55;4,21;4,57;6,48;6,38;6,31;3 kg;6,37;5,75;5,4;;;;19235,0;;1867,1989999999998;723,165;0,906494786093077;0,9062787965249658;513,014967497005;676,141249964777;635,8801486970051;;;
2022-03-28;iqm  pequeño;8520;9098,29;13,04;4,92;3,92;4,2;6,56;6,46;6,38;1 kg;6,4;5,74;5,5;30,16;5,44;55,53;12872,0;1,55;1111,0079999999998;419,184;;;;;;;;
2022-03-28;oveja do 3 kg;13030;13281,42;15,43;6,3;4,95;4,18;6,57;6,48;6,43;3 kg;6,41;5,85;5,39;;;;18335,0;;2010,529;820,89;0,8942323408728645;0,8943882631382772;587,8954271874263;748,3610084460287;698,9280983874263;;;
2022-03-28;tierno 3 kg;15030;14912,16;12,459999999999999;4,57;3,63;4,26;6,56;6,4;6,35;3 kg;6,3;5,21;5,07;31,53;5,43;57,15;18731,0;1,67;1872,7379999999998;686,8710000000001;0,8964583061557504;0,8975094064673729;485,26310791846436;611,639836893115;612,3147111184644;1939,8662762230097;1071,4168173551434;1071,4168173551434
2022-03-28;tierno barra 3 kg;8720;9000,57;12,4;4,57;3,6;4,23;6,56;6,41;6,3;barra;6,3;5,54;5,12;30,92;5,53;57,19;10552,0;1,98;1081,28;398,504;0,9338353661153073;0,9335513463315145;302,5818209230722;383,9939868251725;378,7266431230722;1241,8951708446716;662,2252896014552;662,2252896014552
2022-03-28;wasabi 3 kg;12530;12664,26;13,41;5,21;3,97;4,23;6,54;6,42;6,26;3 kg;6,42;5,17;5,08;32,72;5,22;59,04;9790,0;0,96;1680,273;652,813;0,9058148737759133;0,9059762328262377;455,41756041260436;597,7703173058976;562,5572000126044;1826,9263976341615;952,840785929208;952,840785929208
2022-03-29;cabra barra 4,2 kg;12030;12288,88;12,72;4,65;3,41;4,66;6,57;6,48;6,42;barra;6,32;5,55;5,32;31,95;5,48;58,3;6526,0;1,34;1530,2160000000001;559,3950000000001;0,9080957008684232;0,9092057498898644;380,538237190239;519,5500965403548;495,070598790239;1626,1348874502498;849,1776994686776;849,1776994686776
2022-03-29;oveja do 3 kg;9000;9642,2;15,719999999999999;6,45;5,0;4,27;6,57;6,49;6,45;3 kg;6,42;5,81;5,52;30,66;5,38;56,86;5602,0;1,56;1414,8;580,5;0,8942778353487916;0,8938586294973262;431,1402872000059;555,9102571883732;513,4846752000059;1813,1450006143941;903,0683700316671;903,0683700316671
2022-03-29;light 3 kg;12630;13011,79;10,219999999999999;2,44;3,33;4,45;6,58;6,48;6,42;3 kg;6,4;5,4;5,19;20,1;5,39;;1385,0;1,8;1290,7859999999998;308,172;0,9154757903145782;0,914876002321734;396,668891830789;290,46185580529794;512,473822830789;1445,0838597278503;;
2022-03-29;light barra 4,2 kg;15080;15286,06;10,54;2,46;3,42;4,66;6,6;6,5;6,46;barra;6,28;5,5;5,2;;;;19305,0;;1589,4319999999998;370,968;0,9125824901305856;0,9114597798038128;477,08284190872536;342,7426704890296;619,5489211087254;;;
2022-03-29;iqm + barra 4,2 sin lactosa;11030;11505,43;14,04;5,52;4,22;4,3;6,55;6,41;6,35;barra;6,36;5,68;5,4;31,58;5,38;57,49;5945,0;1,77;1548,6119999999999;608,856;;;;;;;;
2022-03-29;madurado 3 kg;14860;15455,38;12,25;4,45;3,55;4,25;6,56;6,44;6,37;3 kg;6,36;5,3;5,15;31,01;5,29;56,78;23587,0;1,4;1820,35;661,27;0,9211590597499825;0,9210342327616333;505,40864746519327;633,4545656851075;636,7793774651932;2042,7428754759992;1121,4853424888927;1121,4853424888927
2022-03-29;tierno barra 4,2 kg;15160;15816,85;12,690000000000001;4,69;3,7;4,3;6,57;6,44;6,36;barra;6,36;5,42;5,18;31,14;5,42;56,69;8047,0;1,58;1923,8040000000003;711,0040000000001;0,9179547909549768;0,9181364583808153;537,2086697067002;681,0830494976341;673,2335797067002;2187,164577705954;1187,5702587876174;1187,5702587876174
2022-03-29;iqm+ 3 kg;10440;10617,97;13,400000000000002;5,24;4,04;4,12;6,54;6,43;6,38;3 kg;;5,65;5,31;32,39;5,42;58,21;5530,0;1,09;1398,9600000000003;547,056;0,9728306710671831;0,9746281362658473;417,31126997103723;542,2651891501979;504,80334277103725;1674,1747117943744;867,2106902096499;867,2106902096499
2022-03-29;oveja normal barra 4,2 kg;12600;12974,28;15,399999999999999;6,29;4,81;4,3;6,59;6,46;6,4;barra;6,44;5,75;5,41;31,98;5,32;58,54;7557,0;1,29;1940,3999999999996;792,54;0,9780958813311305;0,9778979174011355;610,393320882493;798,045095542912;721,9721288824929;2495,450580184215;1233,2971111761067;1233,2971111761067
